id,situation,given,when,then,enforced_by,test_name,status
FD-S2-02,Same-day turnover,a Guest is due out today and has not been checked out,"tonight is booked in their Unit, and that booking is checked in","the booking is accepted; the check-in is refused with UnitHasOccupantError until the departing Guest is checked out, then succeeds",database_constraint,tonight_can_be_sold_in_a_room_whose_guest_is_due_out_this_morning,approved
FD-S2-03,Booking over somebody in house,a Guest is in house until a later date,a booking is taken over any of their remaining nights,"refused with UnitHasOccupantError at the booking, not at the desk on the day",trigger,a_booking_cannot_promise_a_night_somebody_in_house_is_staying_for,approved
FD-S2-04,Open-ended Resident,a Resident is in house with no end date,a booking is taken on their Unit for any future night,refused: an open-ended Stay holds every night until it ends,trigger,nor_any_night_of_a_resident_who_has_not_said_when_they_leave,approved
FD-S2-05,Overstay grows into a booking,a booking was taken legally and the Guest before it then overstayed into its nights,"the booking is updated without moving its Unit or dates, for example cancelled","allowed: the rule is checked when a row starts holding nights or moves them, never on an unrelated update; moving its nights is refused",trigger,a_booking_the_overstay_grew_into_can_still_be_touched,approved
FD-S2-06,Booking and check-in at once,a Reservation is being checked in,another booking over its nights is taken at the same moment on a second connection,exactly one wins; advisory lock namespace 2 on the Unit serialises both sides,trigger,never_lets_a_booking_and_a_check_in_on_one_unit_both_win,approved
FD-S2-07,Blocked after booking,a confirmed Reservation's Unit is blocked or put out of service,it is checked in,refused with UnitNotInServiceError and nothing is left half-done,trigger,rolls_back_the_reservation_and_the_audit_record_when_the_unit_is_blocked,approved
FD-S2-08,A withdrawal and a check-in on one Unit,a Guest due out today is in house and tonight's Guest is being checked in,"somebody withdraws the first check-in at the same moment, on a second connection","both complete or the check-in is refused as occupied; never a deadlock (40P01), which was reproduced before the fix",trigger,never_deadlocks_a_withdrawal_against_a_check_in_on_the_same_unit,approved
FD-S2-09,Taking back a check-in whoever holds the Unit,a Reservation is checked in and its nights are held by another Stay meanwhile,the check-in is withdrawn and the Reservation returns to confirmed,allowed: returning from checked in is not a Reservation starting to hold nights,trigger,a_withdrawn_check_in_returns_to_confirmed_whoever_holds_the_unit_meanwhile,approved
FD-S3-01,A reference a front desk can read aloud,"a Reservation is created, by any route",it is inserted,"it is given R and six Crockford base-32 characters from a scrambled sequence, unique across the product; a reference named in the insert is replaced",trigger,a_reference_named_in_the_insert_is_replaced,approved
FD-S4-01,Cancelling a booking,a requested or confirmed Reservation,a Staff Member holding front_desk.cancel cancels it with a reason,"it becomes cancelled, its nights are free to sell again, the reason is the audit record's and reservation.cancelled is published; a reason outside 3 to 2000 characters is refused",module,cancels_with_a_reason_records_it_and_frees_the_nights,approved
FD-S4-02,Cancelling an arrival,the Reservation is checked in,somebody cancels it,"refused: a Guest who arrived is checked out or their check-in withdrawn, never cancelled",trigger,refuses_to_cancel_a_booking_whose_guest_has_arrived,approved
FD-S4-03,No-show before the day,a confirmed Reservation whose first night is still ahead,somebody marks it a no-show,refused: until the first night somebody may still come,module,marks_a_no_show_only_once_their_first_night_has_come,approved
FD-S4-04,No-show on or after the day,a confirmed Reservation whose first night has come,somebody marks it a no-show,"it becomes no_show, leaves the arrivals list, frees its nights, and reservation.no_show is published",module,marks_a_no_show_only_once_their_first_night_has_come,approved
FD-S4-05,Ending another Organization's booking,a Reservation in another Organization,somebody cancels it or marks it a no-show,refused with the same answer as one that does not exist,policy,refuses_another_organizations_booking_with_the_same_answer,approved
FD-S5-01,Readiness says why,"a Reservation on the arrivals list is requested, or its Unit is blocked, out of service, or has somebody in it",the list is read,"canCheckIn is false and checkInBlocker names which; the screen shows the reason where the button would be, and pressing check-in anyway is refused with the matching error",module,names_what_stands_in_the_way_and_nothing_for_a_ready_room,approved
FD-S5-02,The occupant's lateness,the Unit is occupied,the list is read,"occupantOverdue says whether the Guest in the room is past their planned departure, so the badge reads due out today or overstaying",module,names_what_stands_in_the_way_and_nothing_for_a_ready_room,approved
FD-S5-03,Controls a viewer cannot use,"a Staff Member without front_desk.check_in, front_desk.check_out or front_desk.cancel reads a front-desk list",the screen renders,"the check-in, undo, check-out, cancel and no-show controls they cannot use are not offered; the policies still decide",ui_only,carries_the_reference_and_what_the_viewer_may_do,approved
FD-S5-04,Beds are named by their room,a bed A in room 401,any front-desk list or the booking form shows it,"it reads 401 · A, sorts under its room, and is searchable",ui_only,unit_label_names_a_bed_by_its_room,approved
FD-S5-05,Departures polls,two desks have departures open,one checks a Guest out,"the other's list drops the row within thirty seconds, like arrivals",ui_only,keeps_the_two_departures_views_apart,approved
