id,situation,given,when,then,enforced_by,test_name,status
CD-S1-52,A Stay begun on a closed day,D is closed,"anybody, the owner included, writes a Stay that begins on D",refused with RZ001: nothing new is dated on a closed day,trigger,a_stay_cannot_begin_on_a_closed_day,approved
CD-S1-53,A departure on a closed day,D is closed and a Guest is in house,their Stay is ended on D,"refused with RZ001; a departure today is allowed",trigger,a_departure_cannot_land_on_a_closed_day,approved
CD-S1-54,A check-in or check-out in flight at the cutoff,a Stay write that began before the cutoff and a close of that day,they meet,"they serialise on the Property's lock, shared for the Stay and exclusive for the close: a Stay written first is counted by the close, and one arriving after it is refused with RZ001 and succeeds when pressed again on the new day",trigger,a_stay_written_as_its_day_closes_is_counted_or_refused,approved
CD-S1-14,Nothing new is dated on a closed day,D is closed,"somebody checks in, checks out or books","each is dated today or later, as it already was: check-in and check-out date themselves by app.property_today() and a booking cannot start before it",module,nothing_written_after_a_close_is_dated_on_it,approved
CD-S1-15,A quiet day,"today - 1 has nothing open at the Property",a Staff Member closes it without a reason,"one close is recorded naming them, with no exceptions and no reason",trigger,a_quiet_day_closes_without_a_reason,approved
CD-S1-16,What a close counts,"Stays that began on D, departed on D, stayed through the night of D, and one withdrawn",D is closed,"arrived counts Stays begun on D and not withdrawn, departed counts Stays departed on D, and nights occupied counts Stays in house through the night of D, a Guest past their departure included",trigger,the_close_counts_arrivals_departures_and_nights,approved
CD-S1-17,The counts are the Property's,a Staff Member closes D,the stamping trigger counts Stays and Folios and lists Reservations,"they are every row at the Property: a closer must reach it, and Staff read stays, reservations and folios by reach alone. Nothing narrows a closer below the Property today, so the two cannot diverge and no behaviour can tell them apart; the read policies themselves are pinned instead, and the day one narrows, the trigger must become a definer",policy,the_counts_see_every_row_the_property_has,approved
CD-S1-18,A Folio left open,a Guest departed on or before D with their Folio still open,D is closed without a reason,"it closes: an open Folio is reported, never blocking, because nothing can take a payment yet; folios_left_open counts it",trigger,a_folio_left_open_is_counted_and_does_not_block,approved
CD-S1-19,Items left open without a reason,a confirmed booking whose first night was D or earlier and nobody arrived,a Staff Member closes D without a reason,refused with 23514 by business_day_closes_exceptions_need_a_reason,database_constraint,items_left_open_need_a_reason,approved
CD-S1-20,Items left open with a reason,"one booking not arrived and one Guest past their departure, on D",a Staff Member closes D with a reason,"it closes; exceptions lists both by kind and id, the reason is stored, and the audit record carries it",trigger,a_close_with_a_reason_records_what_was_left_open,approved
CD-S1-21,A request whose night has come,a requested booking whose first night was D or earlier,D is closed,it is open: only cancelling resolves it,trigger,a_requested_booking_whose_night_has_come_is_open,approved
CD-S1-22,A Guest past their departure,an in-house Stay whose departure was D or earlier,D is closed,it is open: check them out first or give a reason,trigger,a_guest_in_house_past_their_departure_is_open,approved
CD-S1-23,A Guest due out today,an in-house Stay whose departure is today,today - 1 is closed,it is not open: their night of today - 1 is paid for and they have until today to leave,trigger,a_guest_due_out_today_is_not_open_for_yesterday,approved
CD-S1-24,An open-ended Stay,an in-house Stay with no departure date,any day is closed,it is never open,trigger,an_open_ended_stay_is_never_left_open,approved
CD-S1-25,A booking for a later night,a confirmed booking whose first night is after D,D is closed,it is not open,trigger,a_booking_for_a_later_night_is_not_open,approved
CD-S1-26,Two desks close one day,two Staff Members,both close D at the same moment,"one close exists; the second is told the day is already closed (23505), not an error",database_constraint,two_desks_closing_one_day_make_one_close,approved
CD-S1-27,A close and a withdrawal of its day,a Stay that began on D,"one Staff Member closes D while another withdraws that check-in","they serialise on the Property's lock (namespace 3): either the withdrawal lands first and the close sees the booking open, or the close lands first and the withdrawal is refused",trigger,a_close_and_a_withdrawal_of_its_day_do_not_interleave,approved
CD-S1-28,Without the permission,"a role without front_desk.close_day: housekeeping, finance, or an Organization's check-in-only role",they close a due day,refused with 42501,policy,a_role_without_close_day_cannot_close,approved
CD-S1-29,Who may close,the shipped roles,the catalogue is read,"owner, manager and front desk hold front_desk.close_day; finance and housekeeping do not",policy,the_shipped_owner_manager_and_front_desk_may_close_the_day,approved
CD-S1-30,Another Organization's day,a Property in another Organization,a Staff Member closes one of its days,refused with 42501 before anything about it is read: the same answer as a Property that does not exist,trigger,another_organizations_day_is_refused_like_one_that_does_not_exist,approved
CD-S1-31,A Property outside the closer's reach,a Staff Member assigned to another Property of the same Organization,they close a day at this one,"refused with 42501 by the stamp's caller check, which runs first for every Staff Member; the insert policy carries the same gate (ADR 0012) and cannot be seen to act while the stamp does, which a sabotage of each alone confirms",trigger,a_property_outside_the_closers_reach_is_refused,approved
CD-S1-32,No front desk,"a lapsed Subscription, no front_office Entitlement, or the front_desk capability off",a Staff Member closes a due day,"refused with 42501, each asserted; bound twice like CD-S1-31, by the stamp's caller check first and the insert policy behind it",trigger,a_day_cannot_be_closed_without_the_front_desk_capability,approved
CD-S1-33,Reading closes,closes at two Properties,a Staff Member who reaches one of them reads closes,they see that Property's closes and not the other's,policy,closes_are_read_only_where_the_front_desk_is,approved
CD-S1-34,Rewriting a close,a close,"anybody, the owner included, updates or deletes it",refused with 42501 by a statement trigger,trigger,a_close_is_never_rewritten_by_anyone,approved
CD-S1-35,What a closer supplies,ranza_app,"it inserts a close naming counts, exceptions, a closer, or when it closed","refused with 42501: the insert grant is the Organization, the Property, the day and a reason; the rest is the database's",database_constraint,a_closer_supplies_the_day_and_a_reason_and_nothing_else,approved
CD-S1-36,Undoing a close,a close made by mistake,a Staff Member looks for undo,"there is none in this slice: the dialog says a close is final until reopening exists (CD-DEF-02), and never that it cannot be undone",ui_only,the_close_dialog_says_a_close_is_final_until_reopening_exists,approved
CD-S1-37,Money,a day with Guests in house,it is closed,"nothing is posted to any Folio and no amount is recorded: room nights are s3, and s3 waits on a rate",module,a_close_posts_nothing_to_any_folio,approved
CD-S1-38,Recorded and published,a Staff Member closes D,it commits,"an audit record business_day.closed names them, the day and any reason, and business_day.closed is published with ids and a date only",module,a_close_is_audited_and_published,approved
CD-S1-39,A quiet day on screen,nothing is open on the day offered,the screen renders,"every step reads done and Close is offered without asking for a reason",ui_only,a_quiet_day_offers_close_without_a_reason,approved
CD-S1-40,Items open on screen,items are open on the day offered,the Staff Member presses Close,"the dialog says how many items will be recorded as left open and asks for a reason before it will close",ui_only,a_day_with_items_open_asks_for_a_reason,approved
CD-S1-41,A backlog on screen,several days are waiting,the screen renders,it names the oldest day and how many are waiting,ui_only,a_backlog_names_the_oldest_day_and_how_many_wait,approved
CD-S1-42,Nothing due on screen,yesterday is closed,the screen renders,"it says today is still being worked and can be closed after the cutoff, and lists today's open items so the night shift can clear them",ui_only,a_day_still_being_worked_says_when_it_can_close,approved
CD-S1-43,A viewer who cannot close,a Staff Member without front_desk.close_day reads the screen,it renders,"the checklist is shown and Close is not offered; the policy still decides",ui_only,the_close_is_not_offered_to_a_viewer_without_the_permission,approved
CD-S1-44,Resolving from the checklist,open items on screen,the Staff Member acts on one,"a booking not arrived offers mark no-show when the viewer holds front_desk.cancel and it is confirmed, cancel when they hold front_desk.cancel, and check-in on the arrivals screen when it can still be checked in; a Guest past departure links to departures",ui_only,open_items_offer_the_commands_that_resolve_them,approved
CD-S1-45,Room nights on screen,any day,the screen renders,step three says room nights are posted once rates exist and never blocks the close,ui_only,room_nights_are_named_as_not_yet_posted,approved
CD-S1-46,Promises the product cannot keep,any screen state in any locale,it renders,"no copy mentions Accounting or says a close cannot be undone",ui_only,the_screen_promises_nothing_that_is_not_built,approved
CD-S1-47,Closed elsewhere,the day on screen was closed by another desk or the worker,the Staff Member presses Close,"they are told it was already closed and the screen shows the next day",ui_only,a_close_already_made_elsewhere_says_so,approved
CD-S1-48,Every locale,"Turkish, English or Arabic",the screen renders,"all copy comes from the catalogue, and Arabic mirrors by construction through logical utilities",ui_only,the_close_the_day_screen_mirrors_in_arabic,approved
CD-S1-49,Recent closes,closes by a Staff Member and by the worker,the screen renders,"the recent closes say who closed each, or that it closed automatically, with its counts",ui_only,recent_closes_say_who_or_that_it_was_automatic,approved
CD-S1-50,Where the screen lives,"a Property with and without the front_desk capability",the rail renders,Close the day is under Front office where the front desk is and absent where it is not,ui_only,close_the_day_is_in_the_rail_where_the_front_desk_is,approved
CD-S1-51,Folios left open on screen,departed Guests whose Folio is still open,the screen renders,"they are listed with their balance, marked as not blocking",ui_only,folios_left_open_are_listed_with_their_balance,approved
CD-S2-01,The worker closes a quiet day,a Property whose next due day has nothing open,the worker passes,"the day closes naming the job business_day.close and no person, with the same counts a desk's close would record",database_function,the_worker_closes_a_quiet_day_in_its_own_name,approved
CD-S2-02,The worker leaves an open day alone,a Property whose next due day has items open,the worker passes,nothing is written; the day waits for the desk,database_function,the_worker_leaves_a_day_with_items_open,approved
CD-S2-03,The last item resolved,a due day whose last open item is resolved at 09:00,the worker passes next,the day closes on that pass: the worker tries every pass after the cutoff,database_function,a_day_closes_on_the_pass_after_its_last_item_is_resolved,approved
CD-S2-04,Before the cutoff,a Property whose last close is yesterday,the worker passes,nothing is due and nothing is written,database_function,nothing_is_due_before_the_cutoff,approved
CD-S2-05,The worker's first close,a Property with no close at all,the worker passes,only the day before today is due,database_function,the_workers_first_close_is_the_day_before_today,approved
CD-S2-06,Two workers,two worker replicas,both close the same due day,one close exists and the other reports already_closed,database_constraint,two_workers_closing_one_day_make_one_close,approved
CD-S2-07,A desk and the worker,a Staff Member and the worker,both close the same due day,one close exists; the desk is told it is already closed,database_constraint,a_desk_and_the_worker_closing_one_day_make_one_close,approved
CD-S2-08,No front desk,"a lapsed Subscription, no front_office Entitlement, the front_desk capability off, or an archived Property",the worker passes,"nothing is due there and nothing is closed, even when the close is asked for directly",database_function,the_worker_closes_nothing_where_the_front_desk_is_not_available,approved
CD-S2-09,Who may ask what is due,"ranza_app, ranza_auth and ranza_worker",each calls app.properties_due_for_close(),"only ranza_worker may, and it answers ids and a date and nothing else: the second cross-Organization read ADR 0018 names",database_function,only_the_worker_may_ask_which_days_are_due,approved
CD-S2-10,The worker's close outside its context,ranza_worker with no worker context or another Organization's,it calls app.close_business_day_automatically(),refused with 42501,database_function,the_worker_closes_only_inside_its_own_context,approved
CD-S2-11,The front desk calling the worker's close,ranza_app,it calls app.close_business_day_automatically(),refused: only ranza_worker holds execute,database_function,the_front_desk_cannot_call_the_workers_close,approved
CD-S2-12,One Property failing,one due Property whose close raises,the worker passes,"the others still close, and the failure is reported with its Property",module,one_property_failing_does_not_stop_the_pass,approved
CD-S2-13,A backlog of quiet days,a Property with three quiet days waiting,the worker passes three times,"one day closes per pass, oldest first",module,a_backlog_of_quiet_days_closes_one_day_per_pass,approved
CD-S2-14,Published like a desk's,the worker closes a day,it commits,business_day.closed is published with the same payload a desk's close publishes,database_function,the_workers_close_is_published_like_a_desks,approved
CD-S2-15,Named as a job,the worker closes a day,the close is read,"closed_by is null and closed_by_job is business_day.close; no audit record is written, because audit.records needs a person (CD-DEF-05)",database_function,the_workers_close_names_the_job_not_a_person,approved
CD-S2-16,What a pass says,a worker pass,it ends,"when it closed or failed anything it logs due, closed, open and failed, and each failure with its Property; a pass never overlaps the last, and shutdown lets the current one finish",module,the_pass_reports_what_it_did,approved
CD-S2-17,A close that fails for another reason,"a lock timeout, an object in use, or anything else in class 55 at one Property",the worker passes,"it is raised and reported as that Property's failure, never answered not_due, which a pass does not log",database_function,a_refusal_that_is_not_the_day_has_not_ended_is_raised_not_answered_not_due,approved
CD-S3-01,Room nights,"Guests in house through the night of D, and Residents",D's room nights are posted,"one line per Guest Stay for D; Residents are excluded because they are billed monthly",module,,open
CD-S3-02,Posting twice,D's room nights are posted,they are posted again,"nothing new is posted: the line's source key, the Stay and the business date, is unique",database_constraint,,open
CD-S3-03,Posting as a precondition,room nights exist,D is closed,"D's room nights must be posted first, and the close records their total",trigger,,open
CD-S3-04,A Stay with no Folio,a Property without the finance capability,room nights are posted,"nothing is posted for it, and the close says so",module,,open
CD-S3-05,Early departure and extension money,a Guest leaves early or stays on,the charge is computed,"out of this feature: the rates feature owns it, as CO-S1-31 already says",module,,out_of_scope
PRE-01,A rate,nothing in the product has a price,s3 posts a room night,"blocks: s3. RANZ-31 decides what a night costs; this feature invents no pricing rule (blueprint 15.10).",module,,prerequisite_missing
PRE-02,A dated and keyed Folio line,folio_lines has no business date and no source key,s3 posts a room night,"blocks: s3. A line needs the business date it belongs to (ADR 0021) and a unique source key so a retried posting posts nothing (ADR 0020).",database_constraint,,prerequisite_missing
CD-DEF-01,Extend a Stay by a night,a Guest past their departure who is staying on,the desk extends them from the checklist,"deferred to amending a booking (roadmap, cancelling and amending): no command changes a Stay's dates, so the checklist links to check-out only",module,,deferred
CD-DEF-02,Reopen a closed day,a close made by mistake,somebody reopens it,"deferred: front_desk.reopen_day for owner and manager, a reason, and a new revision written beside the close rather than a change to it",trigger,,deferred
CD-DEF-03,Correct a reopened day,a reopened day,it is closed again,"deferred with CD-DEF-02: the correction is a revision, and the earlier close reads as superseded",trigger,,deferred
CD-DEF-04,The day's totals in Accounting,business_day.closed is published,Accounting consumes it,deferred to blueprint 5.10: nothing consumes the event yet,module,,deferred
CD-DEF-05,The worker in the audit log,the worker closes a day,the audit log is read,"deferred: audit.records requires a person, and ADR 0018 names the job on the row instead; the Close the day screen shows automatic closes meanwhile",module,,deferred
CD-DEF-06,Marking no-shows automatically,a booking not arrived when the cutoff passes,the worker passes,"deferred, and deliberately not done: the desk decides whether a Guest is late or not coming, and the worker closes only a day with nothing open",module,,deferred
CD-DEF-07,Changing the cutoff from a screen,an Organization wants a different cutoff,somebody changes it,"deferred to a Property settings screen; until then it is changed in SQL, and CD-S1-08 still holds",module,,deferred
