id,situation,given,when,then,enforced_by,test_name,status
CI-S1-12,ACCESS — another Organization's Reservation,a Reservation id from an Organization the Staff Member does not belong to,check-in is attempted,"refused, and the row is unchanged. Whether the answer is identical to one for a Reservation that does not exist is not asserted",policy,refuses_a_reservation_belonging_to_another_organization,approved
CI-S1-13,ACCESS — a Resident checks themselves in,a Resident signed in to the Portal with their own Reservation,they try to write their Stay in house,refused: the write policies resolve through organization membership and a Stay is not one. ADR 0009,policy,a_resident_cannot_check_themselves_in,approved
CI-S1-14,ACCESS — a Property the Staff Member is not assigned to,a Staff Member with assigned_properties reach and a Reservation at an unassigned Property of their Organization,check-in is attempted,"refused like a Reservation that does not exist: app.can_use_capability() carries reach, so the Reservation's update matches no row. No check-in test isolates reach; CO-S1-09 is the check-out counterpart",policy,,proposed
CI-S1-15,ACCESS — commercial gates,"the Organization's Subscription is suspended, its front_office Entitlement is revoked, or front_desk is off at the Property",check-in is attempted,"refused by matching nothing: both the Reservation update and the Stay insert policies call app.can_use_capability(). The nearest test is the Reservation-update gate test, which uses a cancel; whether a suspended Organization should still check Guests in is CO-S4-02, which is still open",policy,gate_1_denies_the_update_by_matching_nothing_not_by_raising,proposed
CI-S1-18,The arrival is published,a check-in that commits,the transaction ends,"exactly one stay.checked_in is in the outbox from the same transaction, carrying ids and no Guest name, because the queue is read across Organizations. ADR 0017, commit eeb3425",module,publishes_one_event_carrying_ids_and_no_names,approved
CI-S1-19,Dirty and occupied at once,a stale arrivals row for a Unit that is both not ready and has somebody in it,check-in is pressed,"the desk is asked about readiness first, because checkIn tests readiness before inserting the Stay; after Check in anyway it is refused as occupied. Nothing is written either time. Code order only, with no source and no test",module,,proposed
CI-S1-20,A check-in fails unexpectedly,"a lost connection or a schema error, not a refusal the module raised",check-in is pressed,"checkInReservation logs it with console.error and shows the generic refusal, unlike a CheckInError, which is not logged. PR #39 states this rule for withdrawal only, and nothing tests it for check-in",module,,proposed
CI-S2-01,REVERSAL — withdrawing a mistaken check-in,an in_house Stay from a check-in with nothing posted to its Folio,a Staff Member holding front_desk.check_in withdraws it with a reason,"the Stay becomes cancelled, keeping its dates and reservation_id; the Reservation returns to confirmed; the Unit is free again. Nothing is deleted and the Stay is never edited back to reserved. ADR 0022",module,cancels_the_stay_confirms_the_reservation_and_frees_the_unit; and_the_stay_says_it_was_withdrawn_rather_than_never_having_happened,approved
CI-S2-02,REVERSAL — the reason,a withdrawal whose trimmed reason is under 3 or over 2000 characters,it is submitted,"refused before anything moves; the bounds are the audit column's, published as REVERSAL_REASON. ADR 0022 and blueprint 7.4; PR #39",module,refuses_a_reason_the_audit_record_would_not_accept,approved
CI-S2-03,MONEY — charges have been posted,an in_house Stay whose Folio carries a line,the check-in is withdrawn,"refused with 55000 by stays_withdrawal_is_free_of_charges, surfaced as StayHasChargesError, and both rows stay exactly as they were: this is now a stay that happened, and correcting it is a credit or refund (blueprint 5.9). ADR 0022",trigger,refuses_the_withdrawal_and_leaves_both_rows_exactly_as_they_were; a_check_in_with_a_charge_against_it_is_not_a_slip_and_is_refused,approved
CI-S2-04,MONEY — charges the withdrawer cannot see,a Staff Member holding front_desk and not finance,they withdraw a check-in whose Folio carries a line,"still refused: the trigger is security definer, so it does not depend on folio_lines staying reach-readable. ADR 0022 states and argues this; no test pins the definer, and the pgTAP header says its own assertions cannot prove it",trigger,,proposed
CI-S2-05,CONCURRENCY — a withdrawal and a charge at once,one connection posting a charge while another withdraws the check-in,both commit,"never a withdrawn Stay carrying money: both triggers take the Stay's advisory lock (namespace 1) before checking, so the second waits and then re-reads. Write skew reproduced before the fix. ADR 0022, commit 3340579",trigger,never_leaves_a_withdrawn_stay_carrying_a_charge,approved
CI-S2-06,MONEY — nothing posts after a withdrawal,a Stay that was withdrawn,"any role, the migration role included, posts a line to its Folio",refused by folio_line_is_postable(). ADR 0022,trigger,a_withdrawn_stays_folio_accepts_nothing_further,approved
CI-S2-07,MONEY — the empty Folio is closed,a check-in that opened a Folio and is then withdrawn,"the withdrawal commits, and the Reservation is later checked in again","closeEmptyFolioWithin closes the first Folio in the withdrawal's own transaction and the second check-in opens a new one, so the Reservation has exactly one open Folio. Both Folios remain. ADR 0022 amended, PR #35",module,is_closed_so_the_reservation_is_left_with_exactly_one_open_folio,approved
CI-S2-08,MONEY — a Folio with a line is never closed as empty,an open Folio on a cancelled Stay that carries a line (unreachable now; possible in older databases),"the 20260916001900 backfill runs, or closeEmptyFolioWithin is called","refused and left exactly as it was, so somebody can decide on a credit or a refund. A migration does not get to decide that. ADR 0022, PR #35",database_function,the_backfill_refuses_rather_than_close_a_folio_on_a_cancelled_stay_that_carries_a_line; leaves_one_carrying_a_line_exactly_as_it_was,approved
CI-S2-10,REVERSAL — withdrawn twice,a check-in already withdrawn,withdraw is pressed again,"refused with the generic refusal rather than reported as success. PR #39, landed via #42",module,refuses_a_second_withdrawal_rather_than_reporting_success,approved
CI-S2-11,REVERSAL — a withdrawal cannot become a room move,a withdrawal that also names another Unit,the update is issued,"refused with 42501: the column grant on stays covers (status, ends_on, updated_at) and not accommodation_unit_id. ADR 0022, Consequences",database_constraint,and_withdrawing_one_cannot_move_it_to_another_unit_on_the_way,approved
CI-S2-13,The withdrawal is audited and published,a withdrawal that commits,the transaction ends,"reservation.check_in_reversed is audited with the actor, the reason, the Property and the stayId, and stay.check_in_reversed follows stay.checked_in in the outbox, in the same transaction. ADR 0022",module,records_who_did_it_and_why_in_the_same_transaction,approved
CI-S2-14,REVERSAL — on a later business date,a check-in from an earlier business date with nothing posted,reverseCheckIn is called directly,"allowed: neither the module nor the database bounds the command by date, only by money (ADR 0022: the window closes when money exists). Only the arrivals screen limits it to the day (CI-S3-01). No test",module,,proposed
CI-S3-01,INTERFACE — a late arrival checked in today,a Guest due yesterday and checked in this morning,the arrivals list is read,"the row stays for the rest of the day, carrying its stayId and not offering Check in again, because a Stay that began today is a second way onto the list. That is where the check-in is withdrawn. ADR 0022 amended 2026-09-17, commit 37f90f2",module,stays_on_the_list_carrying_the_stay_it_produced,approved
CI-S3-02,INTERFACE — after the withdrawal,that row's check-in withdrawn,the list is read again,"the row is confirmed and offers Check in, and stayId is null, so the screen cannot offer to withdraw it twice. ADR 0022",module,is_still_withdrawable_from_there_and_comes_back_arrivable,approved
CI-S3-03,INTERFACE — what the arrivals list holds,"a Guest checked in months ago, and a booking whose nights all passed unused",the arrivals list is read,"neither is listed: a late arrival stays only while check-in would still accept them, and today's Reservations stay all day. Commit 610929e",module,drops_a_guest_checked_in_months_ago_and_a_booking_that_expired_unused,approved
CI-S3-04,INTERFACE — the button agrees with the command,every kind of arrivals row,the list is read and check-in is pressed on each,"canCheckIn is true exactly where checkIn succeeds; the flag is the command's predicate, not a restatement of it. Commit 610929e",module,offers_check_in_only_where_check_in_would_succeed; agrees_with_check_in_about_the_rows_it_will_not_offer,approved
CI-S3-05,INTERFACE — checking in from the screen,a confirmed arrival on the arrivals screen,Check in is pressed in a browser,"the button is on the row, reaches the server action, and the row reads Checked in. PR #38",ui_only,a_confirmed_arrival_is_checked_in_from_the_arrivals_screen,approved
CI-S3-06,INTERFACE — undo is offered where it may fail,a checked-in row whose Stay has charges,the desk opens undo and submits a reason,"the control is offered on every row naming an in-house Stay, and the refusal says charges were posted and to correct them in Finance. Asking a component would be the weaker check and would hide the one refusal a desk can act on. PR #39, landed via #42",ui_only,a_stay_with_charges_refuses_the_withdrawal_and_says_so,approved
CI-S3-07,INTERFACE — the charges message,a withdrawal refused for charges,it is shown in each locale,"a message of its own, never the generic refusal, translated in all three languages. PR #39",module,is_told_apart_from_a_refusal_and_says_money_in_three_languages; answers_charges_for_the_one_a_front_desk_can_act_on,approved
CI-S3-08,INTERFACE — every other refusal,"a withdrawal refused for being out of reach, already departed, already withdrawn or never having happened",the outcome is shown,one message: That check-in cannot be withdrawn. Telling them apart would confirm that a Stay exists. PR #39,module,answers_refused_for_every_other_withdrawal_that_did_not_happen,approved
CI-S3-09,INTERFACE — an error that is not a refusal,reverseCheckIn fails with an error the module never raised,the action handles it,"undoOutcomeFor answers null; the action logs it and only then reports refused, so a lost connection is recorded and not read as normal. PR #39",module,is_not_answered_at_all_so_a_caller_cannot_swallow_it_by_accident; is_never_mistaken_for_the_refusal_about_money,approved
CI-S3-10,INTERFACE — the reason field's bounds,the undo dialog,"somebody types past 2000 characters, or submits too few","typing stops at the module's own maximum, and a short or long reason gets a message about the field that names the bound, in ICU for all three languages. PR #39",ui_only,stops_typing_where_the_module_stops_accepting,approved
CI-S3-11,INTERFACE — a reason of spaces,three spaces typed as the reason,it is submitted,"refused as too short, because the trimmed string is what is stored, and what was typed stays in the field; it is forgotten when the dialog is dismissed. Commit 75bb921, PR #39",ui_only,a_reason_of_spaces_is_refused_and_what_was_typed_survives_it,approved
CI-S3-12,INTERFACE — focus after a withdrawal,a withdrawal submitted from the keyboard,the row comes back arrivable,"focus lands on that row's Check in button, not the document body. Commit 65ad5ef, PR #39",ui_only,a_check_in_is_withdrawn_with_a_reason_and_the_reservation_arrives_again,approved
CI-S3-13,INTERFACE — the Guest's name inside Arabic,a Latin Guest name such as Ada Lovelace (VIP) in the undo control,"it is rendered in Arabic, Turkish or English","the name is isolated with <bdi> in the dialog and with U+2068/U+2069 in the aria-label, so bidi does not reorder it against the words around it. PR #39",ui_only,names_the_guest_isolated_in_arabic; isolates_it_in_the_left_to_right_languages_too,approved
CI-S3-14,INTERFACE — the not-ready question at a desk,a not-ready room on the arrivals list at 1440x900,Check in is pressed and the question appears,"the warning and its two buttons, stacked, fit the row with no horizontal overflow. PR #69",ui_only,arrivals_asks_before_checking_a_guest_into_a_room_that_is_not_ready,approved
CI-S3-15,INTERFACE — another desk checks somebody in,the arrivals screen open on two terminals,one of them checks a Guest in,"the other's list shows it on the next poll, every 30 seconds, paused while the tab is hidden. ADR 0019 sets 30–60 seconds; departures polls the same way (FD-S5-05). No test covers the arrivals interval",ui_only,,proposed
CI-S3-16,INTERFACE — the arrivals read with no session or a bad Property,"a poll with no session, or with a missing or malformed Property id",the route handler answers,"401 with no body without a session; a bad or missing id is answered as an empty day, never as an error that reveals anything. ADR 0019",module,returns_401_and_no_body_without_a_session; answers_a_malformed_property_id_the_same_way_an_empty_day_looks,approved
CI-S3-17,INTERFACE — an empty arrivals list,"a Property in another Organization, or a Staff Member of another Organization",arrivals is opened,"nothing of it is shown: the read's own query carries the gates (ADR 0012), so the screen is the same empty day as a quiet one. The no-Entitlement case, the quiet day and the No arrivals today copy are not asserted here",module,shows_nothing_from_a_property_in_another_organization; shows_nothing_to_a_staff_member_of_another_organization,approved
CI-DIFF-01,INTERFACE — a refused poll,an arrivals poll answered 401 (the route answers nothing else; a Property out of reach comes back as an empty day),the screen receives it,"ADR 0019 says clear the relevant queries and show the uniform message; live-arrivals.tsx keeps the last good rows on screen instead, so a signed-out desk goes on seeing Guests' names and a Check in button that will be refused",ui_only,,current_behaviour_differs
CI-NB-01,A walk-in as a Stay of its own,a Guest with no Reservation,the desk wants to check them straight in,"open: nothing creates a Stay without a Reservation (module.ts, which calls it not reachable yet), and no source decides whether a walk-in is a booking-then-check-in (CI-S1-08) or a Stay without a Reservation. RC-NB-02 leaves it out of the room calendar's scope",module,,open
CI-NB-02,Withdrawing a Stay that had no Reservation,an in_house Stay with no reservation_id (only a test can create one today),reverseCheckIn is called,"refused with the generic refusal: there is no Reservation to return, and ending such a Stay is a check-out. This is the module's rule; no source states it and no test covers it",module,,proposed
CI-DEF-01,An early arrival the desk wants to take,a Guest who arrives a day before their Reservation starts,the desk wants them in tonight,"deferred: check-in refuses (CI-S1-02), and moving a booking's dates is not built. The roadmap says nothing amends or moves a booking",module,,deferred
CI-DEF-05,Legal registration and identity at arrival,"a Property in Türkiye, where arriving Guests are reported to a public system",a Guest is checked in,"deferred: nothing records identity documents or notifies a public system. Blueprint 6.6 says a check-in must not bypass legal registration or identity verification, and the Türkiye section lists public-system integrations. The roadmap has no row for either; CO-S1-33 defers the departure notification to compliance",module,,deferred
CI-DEF-06,Something acting on an arrival,stay.checked_in in the outbox,the worker dispatches it,"deferred: no handler consumes it, and that is a position. Every candidate — a confirmation, a room charge — needs a workflow that does not exist (commit eeb3425, apps/worker/src/outbox/subscriptions.ts)",module,,deferred
CI-DEF-07,A mistaken check-in noticed the next day,a check-in made on an earlier business date,the desk looks for it to withdraw it,"deferred: it is not on arrivals, and is not meant to be. Blueprint 18.6's Reservation timeline is where it would be reached, and that is not built (ADR 0022, roadmap timeline row). The command itself would still accept it (CI-S2-14)",module,,deferred
