id,situation,given,when,then,enforced_by,test_name,status
RG-S1-23,A Guest belongs to the Organization,a Staff Member assigned to one of an Organization's two Properties,they read Guests,"they read every Guest of the Organization, including people who never stayed at their Property: a Guest is not Property-scoped, and a front desk that could not find them would create a duplicate. Deliberately the widest read in the product; Stays, Folios and rates stay Property-scoped (ADR 0024).",policy,guests_and_reservation_creation.test.sql: a Staff Member assigned to one Property reaches the Organization's Guests,approved
RG-S1-24,Another Organization's Guests,a Staff Member of Organization A,they read Guests,"none of Organization B's come back (blueprint 7.1, ADR 0024)",policy,guests_and_reservation_creation.test.sql: a Staff Member reads their own Organization's Guests and no others,approved
RG-S1-25,Recording a Guest for another Organization,"a Staff Member of Organization A, and a row naming Organization B, which exists and is active",the Guest is inserted,"refused (42501) by guests_insert_front_desk: the four gates are asked of the Organization the row names, and they reach no Property of it (ADR 0024)",policy,guests_and_reservation_creation.test.sql: a Guest cannot be recorded for another Organization,approved
RG-S1-26,A Reservation naming another Organization's Guest,a Reservation in Organization A with the id of a Guest in Organization B,it is inserted,"refused (23503) by the composite foreign key (guest_id, organization_id): unrepresentable rather than refused by a policy somebody could widen (ADR 0012, values come from rows and composite keys prove them)",database_constraint,guests_and_reservation_creation.test.sql: a Reservation cannot name another Organization's Guest,approved
RG-S1-27,Booking in another Organization,a Staff Member of one Organization names a Unit at another Organization's Property,they take a booking,"refused with ReservationRefusedError, the same answer as a Unit that does not exist, and nothing is written; underneath, reservations_insert_front_desk and the composite foreign keys refuse the row for every role (ADR 0012)",policy,front-office.test.ts: refuses a Unit in a Property the viewer cannot reach,approved
RG-S1-28,Booking at an unassigned Property of one's own Organization,"a Staff Member with assigned_properties reach, assigned to Property A only",they take a booking on a Unit at Property B of the same Organization,refused with ReservationRefusedError: gate 4 (reach) is in both the Unit read and the insert policy. Follows from the policy; no test books at an unassigned Property of the same Organization. The Guest read stays Organization-wide (RG-S1-23).,policy,,proposed
RG-S1-29,A Unit from another Property,a booking names Property A and a Unit that belongs to Property B,it is inserted,"refused by the composite foreign key (accommodation_unit_id, property_id, organization_id) for every role; the module's Unit read also returns nothing (ADR 0012)",database_constraint,reservations_and_check_in.test.sql: a Unit from another Property cannot be reserved,approved
RG-S1-30,A lapsed Organization records no Guest,"the Subscription is suspended, or the front_office Entitlement is revoked, or no Property has the front desk, or the actor reaches none",a Guest is inserted,"refused by each gate on its own: app.can_use_capability_in_organization() asks blueprint 3.5's four gates of any one Property of the Organization the actor reaches, so a lapsed Subscription stops Guests being recorded and not merely listed (ADR 0024)",policy,guests_and_reservation_creation.test.sql: gate 1 denies the write: a suspended Subscription records nothing,approved
RG-S1-31,A lapsed Organization takes no booking,"the Subscription is suspended, or the Property has no front desk",a Reservation is inserted,"refused by reservations_insert_front_desk, which carries the commercial gates because a write has no query around it to carry them (ADR 0012)",policy,reservations_and_check_in.test.sql: gate 1 denies the write: a suspended Subscription creates nothing,approved
RG-S1-32,Losing the front desk does not hide people,the Organization's only front-desk Property has the capability switched off,a Staff Member reads Guests directly,"the Organization's existing Guests still come back: guests_read_own_organization is reach alone, and the gates stop recording, not reading. Every screen that shows a Guest reads through a query that carries the gates itself (listReservations). Stated only in the test's comment.",policy,guests_and_reservation_creation.test.sql: a Property without a front desk still reads the Organization's Guests,proposed
RG-S1-33,A role without front_desk.book records a Guest,"a Staff Member whose role lacks front_desk.book, with every gate open",a Guest is inserted,"refused: guests_insert_front_desk carries front_desk.book as a fifth conjunct (ADR 0026, migration 20260916002300). The Reservation half is asserted by SP-S2-02 ('and the fifth refuses anyway: taking a booking is not their job'); nothing asserts the Guest half on its own.",policy,,proposed
RG-S1-34,A Resident and Guests,a Resident with a current Stay signed in to the Portal,they read Guests or record one,"they read none and record none: guests_read_own_organization resolves through app.accessible_organization_ids(), which needs a membership a Resident never has (ADR 0009, ADR 0024)",policy,guests_and_reservation_creation.test.sql: a Resident reaches no Guest at all,approved
RG-S1-35,A Resident and bookings,a Resident with a current Stay at a Property,"they insert a Reservation, even at their own Property","refused, and they read no Reservation (ADR 0009)",policy,"reservations_and_check_in.test.sql: a Resident cannot create a Reservation, not even in their own Property",approved
RG-S1-36,No request context,the runtime role with no acting user set,a Guest is read or recorded,nothing is readable and the insert is refused: the policies see a null acting user and deny (ADR 0007),policy,guests_and_reservation_creation.test.sql: without a request context no Guest can be recorded,approved
RG-S1-37,A room let by the bed,a room with beds under it,somebody books the room itself,"refused for every role by the sellability trigger, and the room is not offered on the booking form; each bed inside it can be booked (ADR 0025)",trigger,unit_hierarchy.test.sql: a room that is let by the bed cannot be booked as a whole,approved
RG-S1-38,Dividing a booked room,a room with a confirmed booking on it,somebody adds a bed under it,refused while a current Stay or Reservation names it; once the booking is cancelled the room may be divided (ADR 0025),trigger,unit_hierarchy.test.sql: a room somebody has booked cannot be divided underneath them,approved
RG-S1-39,What a booking publishes,a booking is taken,reservation.created is written to the outbox,"the payload carries ids only — Reservation, Guest, Property, Unit — and no name or contact detail, as ADR 0017 requires of every payload; nothing subscribes to it yet. No test asserts this event's payload (the check-in event has one).",module,,proposed
RG-S1-40,The stay type,a booking,it is taken,"stay_type is guest or resident (reservations_stay_type_check); the form offers both and defaults to guest; anything else is refused by the server action before the module. Code only, no test.",database_constraint,,proposed
RG-S1-41,The Guest's details,"a name, an optional email and an optional telephone",a booking is taken,"the name is trimmed and 1 to 120 characters, the email at most 254 and the telephone at most 40; an empty email or telephone becomes absent. The check constraints are the boundary; GUEST_DETAILS publishes their bounds so the form's maxLength cannot drift. A refusal is GuestDetailsError, which the form shows as one generic message rather than by field.",database_constraint,new-reservation.test.tsx: stops at the lengths the Guest table will accept,proposed
RG-S1-42,An email shorter than three characters,"guests_email_is_normalized requires 3 to 254 characters, and GUEST_DETAILS publishes a maximum only",a caller outside the browser form submits a one- or two-character email,"the module passes it, the database refuses it with 23514, which createReservation does not map, so the desk sees 'That booking cannot be taken' and it is logged as unexpected. The browser's type=email makes it hard to reach from the form. Whether GUEST_DETAILS should publish the minimum is unanswered.",database_constraint,,open
RG-S1-43,Amending a booking through the grant,"a role that may update a Reservation — check-in, check-out or cancel",it rewrites the Reservation's dates or Unit,"refused: ranza_app may update only a Reservation's status and timestamp. A policy bounds rows and a grant bounds columns (ADR 0012, amended 2026-09-16), so amending and room moves are a deliberate widening, not a side effect (docs/roadmap.md)",database_constraint,reservations_and_check_in.test.sql: a Reservation's dates cannot be rewritten by whoever may check it in,approved
RG-S1-44,Deleting a booking,any Reservation,the runtime role deletes it,"refused: no DELETE policy and no grant; a booking ends as cancelled or no_show and keeps its dates (blueprint 7.4, ADR 0012)",policy,"reservations_and_check_in.test.sql: a Reservation is never deleted, it is cancelled",approved
RG-S2-25,Editing a Guest through the runtime role,"a Guest on file, and a Staff Member whom guests_update_front_desk admits",they change the Guest's name or email,"refused (42501): the policy permits the row and the column grant is the only thing that refuses it. ranza_app holds UPDATE on updated_at alone, which exists for the no-op conflict update; nothing edits a Guest until a screen that says so widens the grant deliberately (ADR 0024). On feat/guest-profile the same row forbade UPDATE of the merge's status and merged_into_id (docs/features/insert-grants/design.md).",database_constraint,guests_and_reservation_creation.test.sql: a Guest's name cannot be edited through the runtime role; guests_and_reservation_creation.test.sql: the runtime role may update exactly one column of a Guest,approved
RG-S2-26,Removing a Guest,a Guest on file,the runtime role deletes them,"refused: no DELETE policy and no grant. A person is not removed from the record; blueprint 18.7 and 7.5 ask for anonymization under a retention policy, which is a workflow (RG-DEF-08), and history is not silently removed (blueprint 7.4)",policy,guests_and_reservation_creation.test.sql: a Guest is never deleted,approved
RG-S3-01,A booking nobody came for,a confirmed booking whose nights have all passed with nobody arriving,the Reservations list is read the next morning,"it is still listed, and can be marked a no-show there: a booking still requested or confirmed stays however old it is, because it is on no other screen (PR #60, finding 10)",module,"front-office.test.ts: stays on the Reservations list after its nights pass, and can be marked a no-show there",approved
RG-S3-02,What the list shows,a Property's Reservations in every status,the list is read,"every Reservation whose last night has not passed, whatever became of it — cancelled, no-show, checked out — because a booking that vanished when cancelled would read as one never taken; plus RG-S3-01. Each row carries the Guest's name and email, the stay type, the dates, the Unit and whether the viewer may cancel or mark a no-show. Stated in the module's comment; no test lists a cancelled booking.",module,,proposed
RG-S3-03,Nothing booked,a Property with no Reservation from today onwards,the Reservations screen opens,an empty state: 'Nothing booked ahead — Nothing is booked at this Property from today onwards.' No test renders it.,ui_only,,proposed
RG-S3-04,No Unit to sell,"a Property whose Units are all blocked, out of service, or rooms let by the bed with no free leaf",the Reservations screen opens,"the New reservation button is not offered, because the form would have nothing to choose. No test.",ui_only,,proposed
RG-S3-05,A viewer who may not book,"a Staff Member whose role lacks front_desk.book, at a Property with Units in service",the Reservations screen opens,"the New reservation button is offered anyway and the booking is refused on submit as 'That booking cannot be taken'. The page's comment says hiding it would be a second, weaker copy of the policy; PR #60 (finding 11) says controls a role cannot use are not shown, and FD-S5-03 applies that to check-in, undo, check-out, cancel and no-show but not to booking. Which one holds for booking is unanswered.",ui_only,,open
RG-S3-06,A Property this screen is not for,"a ?property= naming a Property without the front desk, one the viewer cannot use, or a forged id",the Reservations screen opens,"the no-front-desk empty state, never another Property's bookings (PR #63)",ui_only,"front-desk-property.test.ts: shows nothing, not another Property, for one where this screen is switched off",approved
RG-S3-07,Two different refusals the desk can act on,"the nights are held by another confirmed booking, or by somebody in house",the booking is submitted,"two different refusals, which the screen words differently: 'That Unit is already booked for those nights' (23P01, solved by moving a booking) and 'Somebody is staying in that Unit for some of those nights' (55006, solved by checking somebody out), because the desk solves them differently (ADR 0033). Only the module's UnitHasOccupantError is asserted; the two messages themselves are not",module,front-office.test.ts: refuses a booking over nights somebody in house is staying for,proposed
RG-S3-08,Every other refusal is one answer,"the Unit is out of reach, unentitled, out of service, let by the bed, in another Property, or does not exist",the booking is submitted,"one message, 'That booking cannot be taken', for all six: telling them apart would confirm that a Unit the caller cannot see exists. Stated in the module's comment; the test covers the out-of-reach case.",module,front-office.test.ts: refuses a Unit in a Property the viewer cannot reach,proposed
RG-S3-09,An unexpected failure,"the database is unreachable, or a refusal the action does not name",the booking is submitted,"the desk sees 'That booking cannot be taken' and the error is logged server-side as unexpected, never swallowed. Code only, no test.",module,,proposed
RG-S3-10,The booking appears,the form is submitted and the booking is taken,the dialog finishes,"it closes by the booking having happened, the list gains the row, and the row shows the Guest's email as the visible evidence that a returning Guest would be recognized. Asserted in the browser; stated only in the component's comments.",ui_only,reservations.spec.ts: a front desk takes a booking and finds it on the list,proposed
RG-S3-11,Dates in the form,the booking form,it is opened,"arrival and departure are native date inputs submitting YYYY-MM-DD, arrival required and departure optional with the hint 'Leave empty for an open-ended Reservation'. Open PR #71 replaces them with one DateRangeField submitting the same names.",ui_only,new-reservation.test.tsx: asks for dates the module can read,proposed
RG-S3-12,"Turkish, English and Arabic","the booking form, its refusals and the list","they are read in tr, en or ar","every string comes from the typed catalogue, so a key missing in one language fails the typecheck (ADR 0023); Arabic mirrors through logical utilities. No test renders the booking form in Arabic.",ui_only,,proposed
RG-DEF-01,Amending a booking's dates or Unit,"a confirmed booking whose dates change, or whose Unit is blocked",the desk wants to amend it,"deferred: docs/roadmap.md names 'amending a booking and moving a Guest' as next slice 2; until then a booking is cancelled and taken again, and RG-S1-43 refuses the columns",module,,deferred
RG-DEF-02,Moving an in-house Guest to another Unit,a Guest in house,they change rooms,deferred: transfers are the one unbuilt item in the roadmap's Reservations row and are refused by a column-level grant; PR #60 lists moving a Guest as not built,module,,deferred
RG-DEF-03,Confirming a requested Reservation,a requested Reservation written by a booking engine or a channel,the desk confirms it,deferred: nothing writes requested yet. ADR 0024 says confirming will be the act that has to pass reservations_no_double_booking,database_constraint,,deferred
RG-DEF-04,"Group bookings, quotations, deposits, extensions",any of them,the desk needs one,"deferred: blueprint 5.3 lists them, and the reservations migration (…000900) gives them no status because inventing one would invent the workflow (blueprint section 13)",module,,deferred
RG-DEF-05,Duplicate review and merging two Guests,two records that may be one person,staff review them,"deferred: blueprint 18.7 asks for staff to review the evidence, choose the survivor, preview the impact and produce an audit record, never an automatic merge. ADR 0024 keeps it out of the booking form; the merge lives on the unmerged feat/guest-profile line of work",module,,deferred
RG-DEF-06,Editing a Guest's profile,"a Guest's name, email or telephone is wrong",the desk corrects it,deferred: an edit 'belongs to a screen that says so' (ADR 0024) and must widen the update grant deliberately; nothing edits a Guest today (RG-S2-25),module,,deferred
RG-DEF-07,"Documents, guardians, emergency contacts, preferences, consent",a Guest,any of these is recorded,"deferred: all blueprint 18.7, not built (docs/roadmap.md, 'Guest and Resident profiles' row; packages/ranza/guests README)",module,,deferred
RG-DEF-08,Anonymizing a Guest,a Guest under a retention policy,their data must go,"deferred: anonymization under a retention policy is the workflow blueprint 18.7 and 7.5 ask for, instead of a DELETE (migration 20260916002000)",module,,deferred
RG-DEF-09,Guest 360,a Guest's history across Reservations and Stays,somebody opens the Guest,"deferred: blueprint 18.7, 'partial' in the roadmap. When built it brings its own capability key and guests_insert_front_desk gains an OR clause, not a replacement, so the front desk keeps working without it (ADR 0024)",policy,,deferred
RG-DEF-10,The reservation timeline,"a desk wants a timeline, a conflict preview, a side drawer or alternative dates when a Unit is taken",the Reservations screen opens,deferred: blueprint 18.6; the roadmap says the timeline is not built and the list stays a list until a Unit has a floor and a rate,ui_only,,deferred
RG-DEF-11,A price on a booking,a booking,it is taken,deferred: nothing has a price; a rate is next slice 1 in docs/roadmap.md,module,,deferred
