id,situation,given,when,then,enforced_by,test_name,status
MT-S1-25,Empty board,a Property with no requests,the board is opened,it says there are no requests at that Property and offers New request to whoever may report,ui_only,an_empty_board_says_so,approved
MT-S1-26,A refusal on screen,a write refused by the database,the screen reports it,"a translated message, the form kept as it was, and nothing claimed as done",ui_only,a_refused_write_keeps_the_form,approved
MT-S1-27,Every locale,"Turkish, English and Arabic","the board, the forms and the audit log are read","every label, state, priority and audit action is translated, and Arabic mirrors the board",ui_only,maintenance_reads_in_every_locale,approved
MT-S1-28,The permissions ship,a new Organization,its shipped roles are read,"every role holds maintenance.report; owner and manager hold maintenance.manage and maintenance.equipment; owner, manager, front desk and housekeeping hold maintenance.take_out_of_order",policy,the_shipped_roles_hold_the_maintenance_permissions,approved
MT-S1-29,Filters,a busy board,"a manager filters by priority, assignee or out of order","only matching cards show, with the counts of what is shown",ui_only,the_board_filters,approved
MT-S2-01,Out of order when reporting,"a Staff Member holding maintenance.report and maintenance.take_out_of_order, and an available room",they report a problem and switch on take it out of order,"the request holds the room, the room is out of order, and one transaction records both",module,reporting_can_take_a_room_out_of_order,approved
MT-S2-02,Out of order later,an open request that does not hold its room,a Staff Member holding maintenance.take_out_of_order takes it out of order,the request holds the room and the room is out of order; the audit record names the request,module,an_open_request_takes_its_room_out_of_order,approved
MT-S2-03,Without the permission,a Staff Member holding maintenance.report only,they report with take it out of order forged on,refused as a whole and nothing written; the switch is not offered to them,policy,taking_out_of_order_without_the_permission_is_refused,approved
MT-S2-04,Blocking and out of order are different permissions,"a Staff Member with maintenance.take_out_of_order and without accommodation.configure, and another the other way round",each writes the other's status,"refused: blocked is written only with accommodation.configure and out_of_service only with maintenance.take_out_of_order, although one column holds both; the restrictive accommodation_units_status_by_permission policy says so",policy,blocking_and_out_of_order_need_their_own_permissions,approved
MT-S2-05,Only through a request,the command that takes a Unit out of order,it runs,"the hold and the status are written in one transaction with the Unit's row locked, so a Unit is out of order exactly while a request holds it; no screen writes the status directly",module,out_of_order_is_held_by_a_request,approved
MT-S2-06,A room covers its beds,"a room let by the bed, taken out of order","a bed in it is offered for booking, booked, or checked in to","none of its beds is offered, a booking naming one is refused, and a check-in is refused by the trigger that reads the room above the bed",trigger,a_room_out_of_order_covers_its_beds,approved
MT-S2-07,One bed,a bed taken out of order on its own,the room is booked,only that bed is unavailable; its neighbours are sold as before,module,a_bed_out_of_order_is_only_that_bed,approved
MT-S2-08,A blocked Unit,a blocked Unit,a problem is reported about it,"the report is written without a hold; taking it out of order is refused while it is blocked, and blocking a Unit out of order is refused too: each is entered from available only",trigger,blocked_and_out_of_order_exclude_each_other,approved
MT-S2-09,A Guest in house,a room with a Guest in house,it is taken out of order,"the desk is shown the Guest and the day they leave and asked to confirm; confirmed, the room is out of order, the Guest stays, and checking them out still works",module,a_room_with_a_guest_in_house_goes_out_of_order_after_a_warning,approved
MT-S2-10,Reservations on its nights,confirmed Reservations holding the room's coming nights,it is taken out of order,"the desk is shown each one — reference, Guest, dates — and asked to confirm; nothing is cancelled or moved, and each stays confirmed",module,a_room_with_reservations_goes_out_of_order_after_a_warning,approved
MT-S2-11,Two requests hold one room,two requests holding the same room,one of them is returned to service,the room stays out of order until the other releases it too,module,a_room_returns_when_its_last_hold_is_released,approved
MT-S2-12,At the same moment,"two Staff Members, one taking a room out of order and one returning it through another request",both commit at once,"the room's row is locked by each in turn, and the status the room ends with agrees with the holds that remain",module,holds_and_status_agree_under_contention,approved
MT-S2-13,Expected back,a room taken out of order,an expected-back date is given,"it is shown on the board and on Rooms; a date before the Property's today is refused, and a date that passes leaves the room out of order and marks it overdue rather than returning it",module,an_expected_back_date_is_shown_and_never_returns_a_room,approved
MT-S2-14,Back on done,the setting returns a room when its request is done,a request holding a room is moved to Done,"its hold is released; if no other request holds the room it is available, and unit.returned_to_service is published in the same transaction",module,a_done_request_returns_its_room_when_the_setting_says_so,approved
MT-S2-15,Back on confirmation,the setting asks for a confirmation,a request holding a room is moved to Done,it is done and still holds the room; the card says so and offers Return to service to whoever holds maintenance.take_out_of_order,module,a_done_request_keeps_its_room_until_confirmed,approved
MT-S2-16,Cancel releases,a request holding a room,it is cancelled,its hold is released as a return to service would release it,module,a_cancelled_request_releases_its_room,approved
MT-S2-17,Returns as,"the setting says a returned room comes back dirty, clean or inspected, at a Property with housekeeping",the worker delivers unit.returned_to_service,"the room's housekeeping status is what the setting says, or what it already was if that is worse (MT-S2-30), unless somebody changed it after the return; where housekeeping is not available nothing is written",database_function,a_returned_room_comes_back_as_the_setting_says,approved
MT-S2-18,Delivered twice,a return already applied,the same event is delivered again,nothing changes,database_function,a_redelivered_return_changes_nothing,approved
MT-S2-19,The worker's reach,ranza_worker,"it reads or writes maintenance tables directly, or calls the return function for another Organization's event or with no worker context",refused: it holds no grant on them and reaches housekeeping status only through the one function,database_function,the_worker_reaches_a_return_only_through_its_function,approved
MT-S2-20,Returned by mistake,a room returned to service while still broken,the request is reopened and taken out of order again,"the room is out of order again, audited",module,a_mistaken_return_is_undone_by_taking_it_out_again,approved
MT-S2-21,Taken out by mistake,a room taken out of order by mistake,it is returned to service with an optional note,"it is available, and the audit record keeps the note",module,a_mistaken_out_of_order_is_undone_by_returning_it,approved
MT-S2-22,The setting,an Organization with no Maintenance setting,it is read,"an assignee is not required, a room returns when its request is done, and it returns dirty; a Property override with no value follows the Organization default",database_function,the_maintenance_setting_defaults_and_inherits,approved
MT-S2-23,Reach decides which setting,a Staff Member holding maintenance.manage with reach to one Property,they change the Organization default,refused: the default needs Organization-wide reach; they may override their own Property,policy,the_maintenance_default_needs_organization_wide_reach,approved
MT-S2-24,Changing the setting moves nothing,done requests still holding rooms under confirmation,the setting is switched to return on done,"they keep holding until confirmed; a setting decides what the next move does, never what is already held",module,changing_the_setting_rewrites_nothing,approved
MT-S2-25,Assignee before work,the setting requires an assignee and an unassigned new request,it is moved to In progress or Waiting for parts,refused by a trigger with a message that asks for an assignee,trigger,an_unassigned_request_cannot_start_when_the_setting_requires_one,approved
MT-S2-26,One default per Organization,an Organization with a Maintenance default,a second default row is inserted,refused by a partial unique index,database_constraint,a_second_maintenance_default_is_refused,approved
MT-S2-27,The setting is audited,"any change to the default or an override, including a reset",it is saved,"an audit record names who changed it, where, from what and to what",module,every_maintenance_setting_change_is_audited,approved
MT-S2-28,Rooms says so,a room out of order,Rooms is read,"it reads Out of order, with the expected-back date and the request's number, in the danger tone the front desk uses for it",ui_only,rooms_shows_out_of_order_with_its_request,approved
MT-S2-29,Arrivals says so,an arrival whose room is out of order,the desk opens Arrivals and presses check in,"the row reads Out of order and check-in is refused with a message that says why, not a generic failure",module,arriving_into_a_room_out_of_order_is_refused_with_a_reason,approved
MT-S2-30,No better than it was,"a dirty room, and a setting that returns rooms inspected",it is taken out of order and returned at once,"it comes back dirty: a room returns as the worse of its state — as app.unit_housekeeping_state reads it, dirty when a Guest has left since its status was set — and the setting's, so a repair never stands in for cleaning and nobody can take a dirty room out to have it read inspected; a room with no status counts as clean. Decided by the agent after the advisor's review; signed off by the product owner, Albaraa Zain, on 2026-09-24",database_function,a_room_comes_back_no_better_than_it_was,approved
MT-S2-31,A clock that steps back,"a room taken out of order, and the database clock stepping back before it is returned",it is returned,"the return is stamped no earlier than the hold it ends (greatest of now and since), so returned_after_taken holds and the return goes through; the worker still matches it to its event (20260916004900)",trigger,a_return_never_predates_its_hold,approved
MT-S3-01,Add equipment,a Staff Member holding maintenance.equipment,"they add an item with a name, a category, where it is — a Unit at the Property or a named place — a service interval in months and when it was last serviced","it is in the register, audited",module,equipment_is_added,approved
MT-S3-02,Where it is,an item,"it names neither a Unit nor a place, or a Unit at another Property","refused: a check constraint needs one of them, and a composite foreign key keeps the Unit at the item's Property",database_constraint,equipment_is_somewhere_at_its_own_property,approved
MT-S3-03,Bounds,"a name of 1 to 120 characters, a category of 1 to 60, an interval of 1 to 120 months, a last-serviced date","an item is written outside them, or serviced in the future",refused; a future last-serviced date is refused by the module against the Property's today,database_constraint,equipment_fields_are_bounded,approved
MT-S3-04,Condition,"items with and without an interval, serviced long ago, recently or never, with and without an open request",the register is read,"fault when an open request names it; otherwise overdue after its next service date, due within 14 days of it, and working otherwise; an interval never serviced is due now; nothing is stored",module,equipment_condition_is_worked_out_not_stored,approved
MT-S3-05,Change it,an item,a Staff Member with maintenance.equipment changes its fields,"it changes, and the audit record keeps what each field was; a last-serviced date the person left as the form showed it does not overwrite a service recorded while the form was open",module,equipment_is_changed,approved
MT-S3-06,Retire and restore,an item no longer used,"it is retired, then restored","retired, it leaves the register, the plan and the request form, a request raised against it is refused, and it keeps its requests and history; restored, it is back as it was",trigger,equipment_is_retired_and_restored,approved
MT-S3-07,A problem with equipment,an item at the Property,"a problem is reported about it, with or without a room",the request names the item; an item at another Property is refused by a composite foreign key,database_constraint,a_request_names_equipment_at_its_own_property,approved
MT-S3-08,Without the permission,a Staff Member without maintenance.equipment,they open Equipment or write an item,they read the register and are offered no change; a forged write is refused by the policy,policy,changing_equipment_without_the_permission_is_refused,approved
MT-S3-09,Two of the same,two identical boilers,both are added with one name,"both are kept: names are not unique, the place tells them apart",module,equipment_names_are_not_unique,approved
MT-S3-10,Never deleted,any item,anybody deletes it,refused: there is no delete policy and no delete grant,policy,equipment_is_never_deleted,approved
MT-S3-11,Empty register,a Property with no equipment,Equipment is opened,it says there is nothing registered and offers Add equipment to whoever may,ui_only,an_empty_register_says_so,approved
MT-S4-01,The plan,items with a service interval,Service plan is opened,"they are listed by next service date, overdue in the danger tone and due within 14 days in the warning tone, each saying how many days overdue, today or in how many days, from the Property's today",module,the_service_plan_lists_items_by_next_service,approved
MT-S4-02,A work order,an item that is due and a Staff Member holding maintenance.report,they create a work order for it,"a service request is reported against the item — urgent when overdue as the register means it, this week otherwise, so an item never serviced is this week — and the plan shows its number",module,a_work_order_is_created_for_an_item,approved
MT-S4-03,One open work order per item,an item with an open service request,a second work order is created,refused by a partial unique index; the plan shows the open one instead of the button,database_constraint,an_item_has_one_open_work_order,approved
MT-S4-04,Serviced,"a service request for an item, and a Staff Member holding maintenance.manage whether or not they hold maintenance.equipment",it is moved to Done,"the item's last-serviced date is the Property's today and its next service moves on, in the same transaction, audited",trigger,a_done_work_order_records_the_service,approved
MT-S4-05,A fault is not a service,a fault request about an item,it is moved to Done,its last-serviced date does not change,module,a_done_fault_does_not_record_a_service,approved
MT-S4-06,Reopened after the service,a done work order,it is reopened,"the last-serviced date it wrote stays; a manager corrects the date on the item if the service did not happen, audited",module,reopening_a_work_order_keeps_the_service_date,approved
MT-S4-07,Nothing due,no item with an interval,Service plan is opened,it says nothing is scheduled and how to schedule an item,ui_only,an_empty_plan_says_so,approved
MT-S5-01,What it cost,a request and a Staff Member holding maintenance.manage,they record a cost and who did the work,the cost is whole minor units of the Property's currency and the vendor up to 120 characters; the audit record keeps the previous values,module,a_request_records_its_cost,approved
MT-S5-02,A cost that is not one,a negative cost,it is written,"refused by a check constraint; zero is allowed, for a repair that cost nothing",database_constraint,a_cost_is_not_negative,approved
MT-S5-03,Charge a Guest,"a request about a room and a Stay in it — in house, or departed with its Folio still open — and a Staff Member holding finance.post_charge",they charge that Guest an amount,"a charge line is on that Stay's Folio, described with the request's number and title, the request lists it, and both modules audit it, in one transaction; only a charge posted in that transaction can be linked",trigger,a_guest_is_charged_for_damage,approved
MT-S5-04,A closed Folio,the Stay's Folio is closed,the Guest is charged,"refused by the Folio's own trigger, and nothing is linked",trigger,a_charge_to_a_closed_folio_is_refused,approved
MT-S5-05,Without finance.post_charge,a manager without finance.post_charge,they charge a Guest,refused by the folio_lines policy; the button is not offered,policy,charging_without_post_charge_is_refused,approved
MT-S5-06,No billing,a Property without billing,a request is read,no Stay is offered to charge,module,no_charge_is_offered_where_there_is_no_billing,approved
MT-S5-07,Who can be charged,"a request about a room let by the bed, or about equipment only",the charge form is opened,"it offers the Stays in the room or its beds that are in house or have an open Folio, most recent first; a request about equipment only offers none",module,the_charge_offers_stays_that_used_the_unit,approved
MT-S5-08,Taking it back,a damage charge posted by mistake,it is reversed on the Folio with a reason,the Folio holds the reversal line and the request shows the charge as reversed; nothing is edited or deleted,module,a_damage_charge_is_reversed_on_the_folio,approved
MT-S5-09,Two charges,a Guest who broke two things,they are charged twice,both lines are posted and both are listed,module,a_request_may_charge_more_than_once,approved
MT-S5-10,A charge while finance closes the Folio,a damage charge posted and not yet committed,a Staff Member holding finance.manage_folio closes that Folio,"every closure takes the Stay's advisory lock, as check-out does (CO-S1-15): the closure waits for the charge and audits a balance that includes it; a charge arriving after the closure waits and is refused because the Folio is closed (20260916004800)",trigger,waits_for_a_charge_in_flight_before_closing_on_its_balance,approved
MT-DEF-01,Planned out of order,a renovation planned for next month,a room is to be taken out of order from a future date,deferred: out of order starts now and lasts until returned (decision 10); dated periods need availability to read a second table,module,,deferred
MT-DEF-02,A Resident reports it,a Resident in the Portal,they report a problem,deferred: needs a Resident's own policies over requests (ADR 0009),policy,,deferred
MT-DEF-03,Photos,a request,a photo is attached,deferred: there is no file foundation (roadmap Phase 1),module,,deferred
MT-DEF-04,Open issues on Today,open urgent requests,Today is read,deferred: the Today dashboard's cards are not built,module,,deferred
MT-DEF-05,Vendors and parts,a repair that needs a part from a supplier,it is recorded,deferred: the vendor is free text here; a vendor register and parts stock belong to Procurement and Inventory,module,,deferred
MT-DEF-06,Work orders raised for you,an item coming due,a day passes,deferred: the worker does not raise work orders yet; the plan's button does,module,,deferred
MT-DEF-07,Moving an affected booking,a Reservation on a room taken out of order,the desk moves it to another room,"out of scope: moving a Reservation is not built (roadmap, cancelling and amending); the warning lists it",module,,out_of_scope
MT-DEF-08,Service-level timers,an urgent request left alone,time passes,deferred: escalation belongs to Tasks (blueprint 5.17),module,,deferred
MT-DEF-09,A Maintenance role,an Organization with technicians,it wants a role for them,out of scope: it composes one from the maintenance permissions (Staff slice 3); no role ships,policy,,out_of_scope
MT-DEF-10,A technician on a phone,a technician on the floor,they work their requests,deferred: the mobile maintenance mode of blueprint 4.7,ui_only,,deferred
MT-DEF-11,Costs in the books,a recorded cost,the period closes,deferred: nothing posts to Accounting (Phase 4),module,,deferred
MT-DEF-12,Raised from a Guest request,a Guest asks the front desk to fix something in their room,a work order is raised from that request,"deferred: Guest requests belong to Guest and Resident Services (blueprint 5.5), which is not started; until then the desk reports it from Rooms or the board, and that module will raise through maintenance's report command rather than write requests itself",module,,deferred
MT-DEF-13,Out of order written around a hold,a Staff Member holding maintenance.take_out_of_order,they update a Unit's status to out_of_service directly,"deferred: nothing holds the room and no screen can return it; a Maintenance migration could add a deferrable constraint trigger on both tables asserting at commit that a Unit is out_of_service exactly while an open hold exists (ADR 0032 accepts the gap today, MT-S2-05)",trigger,,deferred
MT-DIFF-01,Rooms calls it blocked,a Unit whose status is out_of_service,Rooms is read,"resolved: Rooms reads Out of order with the request's number, in the danger tone Arrivals uses (rooms-view.tsx)",ui_only,rooms_shows_out_of_order_with_its_request,resolved
MT-DIFF-02,A bed under a room out of order,a room out of order with beds under it,a bed is checked in to,resolved: app.unit_is_in_service() reads and locks the room above a bed (20260916004400),trigger,a_room_out_of_order_covers_its_beds,resolved
MT-DIFF-03,Nothing guards out of service,a write setting a Unit out_of_service,it is made,resolved: the restrictive accommodation_units_status_by_permission policy decides which permission writes which status (20260916004400),trigger,blocking_and_out_of_order_need_their_own_permissions,resolved
MT-DIFF-04,An untranslated placeholder,the block dialog,it is opened in Turkish or Arabic,resolved: the block dialog's placeholder is blockReasonPlaceholder in every locale,ui_only,maintenance_reads_in_every_locale,resolved
PRE-01,Housekeeping status,"a room returning to service as dirty, clean or inspected",it is written,"resolved: housekeeping_unit_status is on feat/housekeeping (PR #56), which this branch stacks on and which merges first",database_function,,resolved
