id,situation,given,when,then,enforced_by,test_name,status
HK-S1-14,A Property out of reach,a Staff Member not assigned to a Property,they open Housekeeping there,"nothing comes back, indistinguishable from a Property with no rooms",policy,the_board_at_a_property_out_of_reach_is_empty,approved
HK-S1-15,The capability is off,housekeeping disabled at the Property or the Subscription lapsed,the board is read,nothing comes back: the read carries the commercial gates in its own statement,module,the_board_is_empty_when_housekeeping_is_off,approved
HK-S1-16,No rooms yet,a Property with no Units,the board is opened,"it says there are no rooms and points to Rooms, rather than showing an empty table",ui_only,the_board_says_when_there_are_no_rooms,approved
HK-S1-17,Every locale,"tr, en and ar",the board is opened in each,"every string is translated, Arabic mirrors, and status reads as a word with an icon, never colour alone",ui_only,the_board_reads_in_every_locale,approved
HK-S1-18,Blocked and dirty,"a dirty room that is then blocked, then unblocked",the board is read at each step,it is dirty throughout: blocking is accommodation_units.status and does not touch this one,module,a_blocked_room_keeps_its_housekeeping_status,approved
HK-S1-19,Who and when,any write to a housekeeping row,it is made,"status_changed_at is now and status_changed_by is the acting Staff Member or null for the worker, stamped by the database rather than stated by the caller",trigger,who_and_when_are_stamped_by_the_database,approved
HK-S1-20,Housekeeping switched off,"a Property whose rooms went dirty, and which then stops using housekeeping",readiness is read there,"every room reads ready again and the stored statuses are untouched: nothing there can clear a status any more, so none may hold a check-in up",database_function,a_dirty_room_where_housekeeping_is_not_available_reads_ready,approved
HK-S2-01,Mark one room,a dirty room and a Staff Member holding housekeeping.update_status,they mark it clean,"it is clean, and the audit record names them, the room and the status it had",module,a_room_is_marked_clean,approved
HK-S2-02,Mark several,three dirty rooms,they are selected and marked inspected together,"all three are inspected in one transaction, each with its own audit record",module,several_rooms_are_marked_at_once,approved
HK-S2-03,Two beds of one room,a selection naming two beds of the same room,it is marked,the room is marked once; the statement names each room one time so Postgres does not refuse it for touching a row twice,module,two_beds_of_one_room_mark_the_room_once,approved
HK-S2-04,Without the permission,a Staff Member whose role lacks housekeeping.update_status,they try to mark a room,"refused by the policy with 42501, surfaced as a refusal",policy,marking_without_the_permission_is_refused,approved
HK-S2-05,A mistake,a room marked clean that was not,it is marked dirty again,"it is dirty, audited, and no reason is asked for",module,a_mark_is_undone_by_marking_back,approved
HK-S2-06,The same mark twice,a clean room,"it is marked clean again, or the form is submitted twice",it stays clean and nothing fails; each submission is audited,module,marking_a_room_it_is_already_in_is_harmless,approved
HK-S2-07,Another Organization's room,a Staff Member of Organization A,they name a room of Organization B,refused: the row is invisible and the write names nothing,policy,marking_in_another_organization_is_refused,approved
HK-S2-08,Housekeeping unavailable,the capability off or the Subscription lapsed,a Staff Member with the permission marks a room,refused by the policy: all five gates bound the write,policy,marking_where_housekeeping_is_unavailable_is_refused,approved
HK-S2-09,Forging the stamp,a Staff Member,they name status_changed_by or status_changed_at in a write,refused with 42501: those columns are in no grant,policy,naming_who_changed_it_is_refused,approved
HK-S2-10,Bounds,"a request naming no Units, more than sixty, or a status outside dirty, clean and inspected",it reaches the module,refused before any statement runs,module,a_mark_names_between_one_and_sixty_units,approved
HK-S2-11,The permission ships,a new Organization,its shipped roles are read,"owner, manager, front desk and housekeeping hold housekeeping.update_status; finance does not",policy,the_shipped_roles_hold_update_status,approved
HK-S2-12,Read-only board,a Staff Member who reaches the Property without the permission,they open Housekeeping,they see every status and no control that changes one,ui_only,the_board_is_read_only_without_the_permission,approved
HK-S2-13,A refusal on screen,a mark refused by the database,the board reports it,"a translated message, the selection kept, nothing claimed as done",ui_only,a_refused_mark_keeps_the_selection,approved
HK-S2-14,Check-in to a dirty room,an arriving Reservation on a dirty room,the desk presses check in,nothing is written; the desk is told the room is not ready and offered to check in anyway,module,checking_in_to_a_room_that_is_not_ready_asks_first,approved
HK-S2-15,Check in anyway,the same warning,the desk confirms,"the Guest is checked in, the audit record notes the room was not ready, and the room stays dirty",module,checking_in_anyway_is_recorded_and_the_room_stays_dirty,approved
HK-S2-16,Check-in to a ready room,an arriving Reservation on a clean room,the desk presses check in,it checks in with no warning,module,checking_in_to_a_ready_room_asks_nothing,approved
HK-S2-17,Cleaned between the warning and the confirmation,"a warning shown, then the room marked clean",the desk confirms,the check-in succeeds and the audit record does not claim the room was not ready: readiness is read again in the check-in's own statement,module,a_room_cleaned_after_the_warning_checks_in_plainly,approved
HK-S2-18,Readiness on arrivals,"arrivals whose rooms are dirty, clean and inspected",the desk opens Arrivals,"each row says whether its room is ready, as a word and an icon",ui_only,arrivals_show_whether_the_room_is_ready,approved
HK-S3-01,Inspection on,an Organization with inspection on and a clean room,readiness is read,not ready until inspected,database_function,inspection_on_makes_clean_not_ready,approved
HK-S3-02,A Property overrides,the Organization default on and a Property set off,readiness is read at that Property,a clean room is ready there,database_function,a_property_override_wins_over_the_default,approved
HK-S3-03,Use the default,a Property row with no value of its own,readiness is read,"the Organization default applies, and with no default at all inspection is off",database_function,a_property_with_no_override_follows_the_default,approved
HK-S3-04,One default per Organization,an Organization with a default,a second default row is inserted,refused by a partial unique index; a total one would not have constrained it because null is not equal to null,database_constraint,a_second_organization_default_is_refused,approved
HK-S3-05,Reach decides which setting,a Staff Member with reach to one Property,they change the Organization default,refused: the default needs Organization-wide reach; they may override their own Property,policy,the_default_needs_organization_wide_reach,approved
HK-S3-06,Toggling moves nothing,clean and inspected rooms,inspection is switched on or off,no stored status changes; only what counts as ready does,database_function,switching_inspection_rewrites_no_status,approved
HK-S3-07,Who may configure,a Staff Member without accommodation.configure,they change the setting,refused by the policy,policy,configuring_inspection_needs_accommodation_configure,approved
HK-S3-08,The setting is audited,"any change to the default or an override, including a reset",it is saved,"an audit record names who changed it, where, from what and to what",module,every_inspection_change_is_audited,approved
HK-S3-09,The setting on screen,a Property following the default,the inspection card on the Housekeeping screen is read,"it shows Use Organization default with the inherited value beside it, and a preview of the flow that follows",ui_only,the_setting_shows_what_a_property_inherits,approved
HK-S3-10,Reset to default,a Property with its own value,it is reset,"its override is cleared rather than deleted, and it follows the default again",module,a_property_is_reset_to_the_default,approved
HK-S3-11,"A room never marked, under inspection",inspection switched on and a room that has no status row,readiness is read,"it is clean, as the board shows it, and so it waits for an inspection like a room marked clean; switching inspection on means every room waits until it is inspected",database_function,a_room_never_marked_waits_for_inspection_too,approved
HK-DEF-01,Daily cleaning of a room still in use,a Guest staying several nights,a morning passes,deferred: dirty means turnover only in this feature; stayover cleaning needs its own status and a daily job,module,,deferred
HK-DEF-02,A bed's own status in a shared room,a room let by the bed,one Guest leaves,deferred: the whole room turns dirty and every bed waits; per-bed status relaxes the holder trigger when it is built,trigger,,deferred
HK-DEF-03,Auditing the worker's mark,a check-out marked by the worker,the audit log is read,deferred: the worker has no audit identity (audit.records.actor_id is a Staff Member); the departure itself is audited as stay.checked_out and the row's null status_changed_by says the check-out did it,module,,deferred
HK-DEF-04,Who cleaned it,a room marked clean,a manager asks which housekeeper did it,out of scope: the audit names who pressed the button; assigning work to a named housekeeper is a later feature,module,,out_of_scope
HK-DEF-05,Money,any housekeeping change,it is made,out of scope: nothing here is charged or refunded,module,,out_of_scope
HK-DEF-06,Out of order for repair,a room that needs fixing,it is taken out of service,out of scope: maintenance (RANZ-33) owns it on accommodation_units.status,module,,out_of_scope
HK-S1-21,Checked in before the worker got there,"a Guest was checked out of a room and the worker has not yet delivered the departure, or is down",the next Guest is checked in to that room,"the desk is asked, as for a dirty room: a room is not ready while a Guest has left it since its status last changed; a mark made after the departure is what it says, and the worker leaves it alone",module,is_not_ready_before_the_worker_marks_it_and_stays_as_marked_after,approved
HK-S1-22,The board before the worker gets there,"a Guest was checked out of a room and the worker has not yet written the room dirty, or is down",the board is read or the room is marked,"the room reads dirty since the departure, is counted and filtered as dirty, and a mark records dirty as what it replaced: the board says what readiness says, whatever the stored row still reads",database_function,reads_dirty_on_the_board_and_is_marked_from_dirty_before_the_worker_gets_there,approved
HK-S1-23,A departure keeps its moment,a room was marked after its Guest left,"the departed Stay is written again, re-dated or merely touched, by any role","the moment the Guest left does not move, so the room keeps what the later mark said: the database stamps it once as the Stay departs, carries it over on every update, and grants the runtime role no write to it",trigger,a_departed_stay_touched_afterwards_keeps_the_moment_its_guest_left,approved
