id,situation,given,when,then,enforced_by,test_name,status
FO-S5-05,Closing restates the Folio,a Staff Member allowed to close a Folio,"their update also changes currency, stay_id or property_id","refused: the runtime role may update only status, closed_at and updated_at, because row-level security cannot say which columns may change (ADR 0015, ADR 0012 amended)",policy,"folios.test.sql: closing a Folio cannot restate every amount on it by changing the currency; nor move the Folio onto somebody else's Stay; the runtime role may update only a Folio's status, closing date and timestamp",approved
FO-S5-06,Two people close at once,one open Folio,two Staff Members close it at the same moment,"one closure and one refusal: the update's predicate status = open is re-evaluated after the first commits (closeFolio docs, PR #30); every closure also takes the Stay's advisory lock (20260916004800). Only sequential closure is tested",module,,proposed
FO-S5-07,Closure racing a charge,a charge being posted to an open Folio,finance closes the Folio,"owned by maintenance MT-S5-10 and check-out CO-S1-15: every open-to-closed transition takes the per-Stay advisory lock, so the closure waits and audits a balance that includes the charge",trigger,,out_of_scope
FO-S6-01,Editing or deleting a posted line,a line on any Folio,"the runtime role updates its amount or description, deletes it, or deletes the Folio","refused by three independent statements: no UPDATE/DELETE policy, revoked grants, and folio_lines_append_only (ADR 0015, blueprint 7.4); the line stays as posted",trigger,folios.test.sql: the runtime role cannot rewrite an amount; nor a description; nor remove one; nor the Folio around them,approved
FO-S6-02,The migration role edits a line,"the role that runs migrations (superuser locally, BYPASSRLS hosted)",it updates or deletes a line,"refused by the statement-level trigger, which binds every role; the lesson is the audit table that was append-only everywhere except production (ADR 0015)",trigger,"folios.test.ts: refuses the migration role too, which no policy binds; folios.test.sql: the migration role cannot rewrite an amount either",approved
FO-S6-03,An administrator drops the trigger,a superuser,they drop folio_lines_append_only and rewrite history,not preventable by a constraint; ADR 0015 assigns it to operational controls — restricted access and retained backups,trigger,,out_of_scope
FO-S7-01,Posting a charge needs its own permission,a Staff Member at a billing Property whose role lacks finance.post_charge — the shipped Front desk role,they post a charge,"refused by folio_lines_insert_finance; the shipped Owner, Manager and Finance roles hold finance.post_charge and Front desk does not, because opening a Folio is part of check-in and charging it is not (migration 20260916002300, PR #45). Exercised only through maintenance's chargeGuest, which does not isolate this policy",policy,,proposed
FO-S7-02,Who may read a Folio,"a Staff Member who reaches the Property, whatever their role — Front desk and Housekeeping included",they open Finance,"undecided: which permission reads a Folio and its lines. Today the read policies are reach-based (20260916001200) and the only other gate is the finance capability in the query, so Front desk and Housekeeping see every Folio, line and balance; migrations 20260916003600 and 20260916003900 describe the lines as something the front desk cannot see, which no policy enforces",policy,,open
FO-S7-03,Another Organization's money,Folios in an Organization the Staff Member has no membership in,"they list, open, charge or close one","nothing is listed, the detail is null, and every write is refused, with the Folio left unchanged (blueprint 3.5, ADR 0012)",policy,"folios.test.ts: shows a Staff Member nothing from a Property in another Organization; hides a Folio from outside, and refuses every write to it",approved
FO-S7-04,A Folio placed across Organizations,a Staff Member of Organization A,"they open a Folio in B's Property, on B's Stay, or relabel A's Property as B's","refused by the insert policy, and unrepresentable by the composite foreign keys even with no policy in the way (PR #30)",database_constraint,folios.test.sql: a Folio cannot be opened in another Organization's Property; a Folio cannot be opened on another Organization's Stay; and is unrepresentable even with no policy in the way,approved
FO-S7-05,Out of reach and not there look the same,a Folio the viewer cannot reach,they open ?folio= for it or post to it,"null and the list, or a FolioWriteError / refused message, so nothing of it is shown or changed (PR #30 contracts). That the answer is identical to one for a Folio that does not exist is not asserted",module,"folios.test.ts: hides a Folio from outside, and refuses every write to it",approved
FO-S7-06,The commercial gates bind writes,reach is unchanged,"the Subscription is suspended, the Entitlement revoked, or the Property never enabled finance","every Folio write is refused, not merely hidden from lists: the write policies name app.can_use_capability (ADR 0012, ADR 0015)",policy,folios.test.sql: gate 1 denies the write: a suspended Subscription posts nothing; gate 2 denies the write: without the Entitlement there is no billing; gate 3 denies the write: a Property that has not enabled finance holds no Folio,approved
FO-S7-07,A Resident and their own Folio,a Resident with a current Stay that has a Folio,"they read, post to, open or close a Folio","they reach nothing, not even their own Folio: every Folio policy resolves through staff reach and a Portal read will get its own policy (ADR 0009)",policy,"folios.test.sql: a Resident reaches no Folio, not even the one on their own Stay; a Resident cannot post a charge to their own Folio",approved
FO-S7-08,No request context,a connection as ranza_app with no acting user,it reads or writes Folios,nothing is visible and every write is refused (CLAUDE.md: every query on an Organization-owned table goes through withOrganizationContext),policy,folios.test.sql: without request context no Folio is visible; without request context no charge can be posted,approved
FO-S7-09,An assigned-properties reader,a Finance Staff Member assigned to one of an Organization's Properties,they open Finance for another Property,"nothing is listed, because reach is app.accessible_property_ids(); no Folio test places a Folio at an unassigned Property of the same Organization",policy,,proposed
FO-S8-01,A charge is audited,an open Folio,a charge is posted,"one folio.charge_posted record in the same transaction naming the actor and the Property, with the line, amount and currency (blueprint 7.4, ADR 0031)",module,"folios.test.ts: writes one line and one audit record naming the actor; folios.test.ts: follows a reversal down, keeping both lines",approved
FO-S8-02,A reversal is audited,a charge being reversed,the reversal commits,"a folio.line_reversed record carries the reason, the Property, and the amount, currency and description that were taken off (ADR 0031)",module,"folios.test.ts: follows a reversal down, keeping both lines",approved
FO-S8-03,Opening a Folio is not its own record,a check-in at a billing Property,the Folio opens,no folio.* record is written for the opening; the check-in's own record is the only one. No ADR says whether opening should be recorded separately,module,,proposed
FO-S9-01,Finance where nothing bills,"a viewer who may use finance at no Property, or a ?property= where it is off",they open Finance,an empty state saying finance is not on here; an unknown or forged ?property= answers exactly as a switched-off one,ui_only,front-desk-property.test.ts: shows nothing when the viewer may use this screen nowhere,proposed
FO-S9-02,The list,"a billing Property with zero, one or many Folios",Finance opens,"Folios listed open before closed and by unit name, each with Guest (or unit when the Stay had no Reservation), status and balance; empty for a Property nobody has checked into yet",ui_only,"folios.test.ts: lists the Folios of a Property the viewer reaches, with their balances",proposed
FO-S9-03,One Folio,a Folio opened with ?folio=,the panel renders,lines newest first in posting order with no sorting or filtering; a reversed charge is struck through and labelled reversed for screen readers; reverse is offered only on an unreversed charge of an open Folio; a closed Folio offers nothing and says so rather than a disabled reopen,ui_only,,proposed
FO-S9-04,What a failed action says,"any post, reverse or close on the screen",it does not happen,"invalid for an amount or reason the viewer can fix; one refused message for everything else — closed, out of reach, already reversed, not there",module,,proposed
FO-S9-05,The screen in three languages,the Finance destination,"it is reached through the rail in tr, en or ar",the page is in that language,ui_only,locale.spec.ts: a page reached through the rail on /<locale> is in that language,approved
FO-S9-06,Money and direction at display,"a Folio in JPY, TRY or KWD viewed in tr, en or ar",an amount is shown,"money is formatted by Intl in the viewer's locale with the minor-unit exponent read for the currency at display and nowhere else, after every sum (ADR 0015); ar mirrors right to left through logical utilities and times are 24-hour. Checked by hand in PR #30; formatMoney and the mirrored panel have no automated test",ui_only,,proposed
FO-DIFF-01,The typed amount is scaled by a currency the form sends,the charge form carries the Folio's currency as a hidden input and server/finance.ts reads it from the form,"a caller submits currency=KWD, or JPY, for a TRY Folio","12.5 becomes 12500 kuruş, or 12.5 is refused and 125 posts as 1.25 lira: the amount's scale follows a value the caller supplies. server/finance.ts:74-78 says the currency comes from the Folio the server rendered and then reads it from the form; the exponent should come from the Folio's stored currency, applied by the module. It grants no new power — a holder of finance.post_charge can post any amount — but it breaks the invariant the code states",module,,current_behaviour_differs
FO-DIFF-02,The shipped Front desk role closes any Folio,"the shipped front_desk role holds finance.manage_folio (20260916002300, never removed)","a Front desk Staff Member closes an in-house Guest's Folio carrying money, or reopens a closed one","it succeeds: front_desk_closes_only_a_settled_folio exempts holders of finance.manage_folio. ADR 0030 says a front-desk role may close only a settled Folio of an ended Stay and everything else is finance.manage_folio's; the test uses a custom check-out-only role, not the shipped one",trigger,,current_behaviour_differs
FO-DEF-01,Recording a payment,a Guest pays at the desk,the payment is recorded,"deferred: there is no payment line type (ADR 0015, PR #30, roadmap Folio foundation); check-out's PRE-01 is waiting on it",database_constraint,,deferred
FO-DEF-02,Taking or moving money,a card or transfer,money is processed,"deferred: external payment processing is a separately entitled integration (blueprint 5.9); recording money is not moving it, so there is no gateway, provider or pending state (ADR 0015)",module,,deferred
FO-DEF-03,"Taxes, discounts, deposits, credits and refunds","a charge carrying tax or a discount, or value held for or returned to a Guest",it is recorded,"deferred: blueprint 5.9, not built (ADR 0015, roadmap Folio foundation); a rounding or tax policy is when the module gains a domain layer (folios README); refund approval is also deferred by check-out CO-S2-13",module,,deferred
FO-DEF-04,A partial correction,part of a charge was wrong,it is corrected,"deferred: that is an adjustment, a separate blueprint 5.9 workflow; today only a full reversal exists (ADR 0015)",trigger,,deferred
FO-DEF-05,Split folios and company billing,"one Stay billed to two accounts, or a company paying",charges are routed,"deferred: one Folio per Stay by unique index; split folios, charge routing and company billing are blueprint 5.9 and not built (roadmap)",database_constraint,,deferred
FO-DEF-06,Closure rules and reopening,"a Folio that must be settled or approved before closing, or reopened afterwards",it is closed or reopened,"deferred: folio closure rules are blueprint 5.9 and not built (ADR 0015, folios README); finance may close with a balance, and no command or button reopens a Folio, although the update policy does not refuse closed to open for finance.manage_folio",module,,deferred
FO-DEF-07,The nightly room charge,an in-house Stay,a business date arrives,"deferred: room-night posting will be a worker job through the outbox, and a job-posted charge will carry a source key the database makes unique (ADR 0020, ADR 0017); nothing posts room nights yet",module,,deferred
FO-DEF-08,A line's business date,a charge posted at 02:00,its period is decided,"deferred: posted_at stays a timestamptz, and a line gains a business date when it gains a reason to (ADR 0021)",module,,deferred
FO-DEF-09,Invoices and e-Fatura,a closed Folio,an invoice or e-archive document is issued,"deferred: e-invoice, e-archive and fiscal numbering belong to the Türkiye regional pack (blueprint 10.1) and are not in the roadmap's built work",module,,deferred
FO-DEF-10,Posting to Accounting,a closed business day,Folio postings reach Accounting,"deferred: Accounting is blueprint 5.10; postings will travel through packages/adapters, since platform modules may not name a Folio (ADR 0015, blueprint 9.8)",module,,deferred
FO-DEF-11,A Resident sees their balance,a Resident in the Portal,they open their Folio,"deferred: balance and folio viewing is a Portal capability (blueprint 4.3) that will get its own policy through app.resident_stay_property_ids(), never a widening of the Staff ones (ADR 0009, folios README)",policy,,deferred
