id,situation,given,when,then,enforced_by,test_name,status
SP-S2-02,A command the role does not permit,the actor reaches the Property and holds a role without that permission,the actor runs the command,refused in the database beside blueprint 3.5's four gates rather than by the screen declining to draw a button,policy,a_permission_the_role_lacks_is_refused_by_the_database,approved
SP-S2-03,Reading what each role may do,any active membership,the Staff Member opens the grid,"they see every role of their Organization and the shipped ones, and none authored by another Organization",policy,the_role_grid_is_organization_wide_and_no_wider,approved
SP-S2-04,A fifth gate beside the four,ADR 0012 says a write policy carries all four of blueprint 3.5's gates,the permission gate is added,"the permission gate is a fifth condition inside the existing write policies rather than a second mechanism beside them, and ADR 0012 is amended to say so rather than contradicted by a new ADR. Amending every policy already written is part of s2 and not a later tidy-up.",policy,every_write_policy_carries_the_permission_gate,approved
SP-S3-01,May an author grant what they do not hold,the actor defines a role from the catalogue,the actor includes a permission their own role lacks,"refused: an author may only include permissions their own role holds. Otherwise defining a role is privilege escalation with extra steps. The Owner role Ranza ships holds the whole catalogue, so nothing is unreachable.",policy,a_role_cannot_grant_a_permission_its_author_lacks,approved
SP-S3-02,Retiring a role somebody holds,an Organization's own role held by three Staff Members,the actor retires it,"refused while anybody holds it. Moving people automatically decides their permissions for them silently; refusing makes the actor reassign them first, where it is visible. The same shape as the ON DELETE RESTRICT this schema uses everywhere else.",trigger,a_role_somebody_holds_cannot_be_retired,approved
SP-S3-03,Defining a role without a name,the actor opens the role editor,the actor saves with the name empty,refused: a new set of permissions is a new role and a role is named,database_constraint,a_role_without_a_name_is_unrepresentable,approved
SP-S3-04,Two roles with one name,Organization A already has a role called Night manager,the actor defines another with that name,refused: a name is unique within the Organization,database_constraint,a_role_name_is_unique_within_its_organization,approved
SP-S3-05,Editing a role Ranza ships,the actor opens a shipped role,the actor changes what it may do,refused: shipped roles arrive in a release and are the fixed reference every Organization shares,policy,a_shipped_role_cannot_be_edited,approved
SP-S3-06,Retiring a role Ranza ships,the actor opens a shipped role,the actor retires it,refused for the same reason as SP-S3-05,policy,a_shipped_role_cannot_be_retired,approved
SP-S3-07,Another Organization's role,Organization B authored a role,Organization A opens the grid,"it is absent, and absent is indistinguishable from never having existed",policy,an_authored_role_is_invisible_to_another_organization,approved
SP-S3-08,Defining a role,the actor opens the role editor with a name and a set of permissions,the actor saves,"the role is written active, owned by this Organization, and an audit record names the author",module,defining_a_role_records_its_author,approved
SP-S3-09,Changing an Organization's own role,a role this Organization authored and three Staff Members hold,the actor changes what it may do,"the role changes and the sessions of everybody holding it end, because what they may do has changed",module,editing_a_role_ends_the_sessions_of_everybody_holding_it,approved
SP-S3-10,Retiring a role nobody holds,a role this Organization authored and nobody holds,the actor retires it,"the role becomes retired and stays, because it is the record of what somebody used to be able to do",module,retiring_a_role_keeps_it,approved
SP-S3-11,Reinstating a retired role,a retired role this Organization authored,the actor reinstates it,the same role returns to active and may be held again,module,a_retired_role_can_be_reinstated,approved
SP-S4-01,Ending a session,ranza_app is granted nothing on auth_session and credentials are reached through ranza_auth by design,a reach change requires every session of that Staff Member to end,ranza_worker is granted EXECUTE on app.end_sessions_for(uuid) and no grant on any auth table: it can say end every session this Ranza user holds and nothing else. ADR 0005 is unchanged rather than amended — see ADR 0027.,module,a_reach_change_ends_every_session,approved
SP-S4-02,Every session and not only one,a Staff Member signed in on a desk terminal and a phone,the actor changes their role,"every session ends, not the one that happens to be making the request",module,a_reach_change_ends_every_session,approved
SP-S1-30,A definer that reaches public.users,app.identify_staff_user is security definer and granted to ranza_app,anything holding the runtime role calls it,"it refuses unless the caller holds staff.administer in the Organization named AND the Organization can use platform_core/staff_administration — both gates the membership INSERT applies, asked before the lookup and before the insert. A definer bypasses row-level security, so it asks what the policy would have asked. The capability is there as well as the permission because checking the permission alone leaves the same hole for a lapsed Subscription: the caller is an administrator, the policy refuses on money, and the row is written anyway. Note the invite path alone does not prove this - it runs in a transaction, so a refused INSERT rolls the row back - which is why the assertion calls the function directly",policy,somebody_without_staff_administer_is_refused_before_the_address_is_looked_up,approved
SP-S1-31,Comparing an invitation token,"staff_invitations.token_hash holds a SHA-256 of 32 random bytes, on a unique index",somebody asks for a constant-time comparison instead of =,"not done, and recorded so it is not re-opened. A perfect timing oracle on the comparison yields the stored HASH, and using it needs a preimage - which is the whole reason a token is hashed at rest. The alternative costs the unique index: a constant-time comparator has to scan every row of staff_invitations on every attempt. Real O(n) cost for a channel that leads nowhere. Reopen only if the token stops being hashed or stops being 256 bits of randomness",database_constraint,,deferred
SP-S1-32,What accepting an invitation is allowed to mean,"the membership is written active at invite (SP-S1-01), acceptance only records it (SP-S1-07), nothing reads accepted_at and no route is wired to app.accept_staff_invitation",somebody presents a token they were not sent,"harmless TODAY, and only today: acceptance grants nothing because nothing was withheld. This row is the condition. If anything ever gates on accepted_at, or acceptance is wired to a route, the caller's identity must be checked against invitation.user_id in the same change - otherwise a leaked token becomes a membership the day acceptance starts meaning something. Nothing currently checks who is calling, so the guard has to arrive with the meaning",module,,deferred
SP-S4-03,A definer that is handed a user id and asked to end their sessions,"app.end_sessions_for() is SECURITY DEFINER, deletes from public.auth_session, and is granted to ranza_worker alone — which bounds who may call it and says nothing about which user they may name. Its owner carries BYPASSRLS in both environments, so no policy stops it.",a worker calls it with a user id from an event payload,"PROPOSED. It refuses outside a worker context, because app.set_worker_context() is executable by ranza_worker and nobody else, so a caller without one did not come through the dispatcher. It then refuses a user the context's Organization has no membership row for — every status, not active, because a reach change is usually a revocation and narrowing to active would make the check inert in exactly the case it exists for. Found by IG-12's sweep when chore/insert-grants merged; neither branch's CI could see it.",database_function,ending_somebody_s_sessions_outside_a_worker_job_is_refused,proposed
SP-S1-33,A definer that accepts an invitation and asks nothing about who presented it,"app.accept_staff_invitation() is SECURITY DEFINER, writes to staff_invitations and organization_memberships, and takes only a token hash. Accepting grants nothing: the membership is written active at invite time (SP-S1-01) and acceptance only records that it happened (SP-S1-07).",a caller presents a token hash that is not theirs,"PROPOSED, and weaker than SP-S4-03 on purpose. This closes no hole — 20260916002700 already reasoned that nothing here is an authorization boundary, and that is still right. It becomes a tripwire so the IG-12 sweep can assert zero writers-without-a-check rather than keep an exception list. The rule is conditional because the flow deliberately runs with NO request context (the invitee may not be able to sign in yet, and the token is the authentication): if a context is set at all, it must be the invitee's. The no-context arm is asserted too, because a guard that refused the real path would be worse than the absence it replaced. A token matching nothing still returns no row rather than an error, so withdrawn, expired, used and never-existed stay one answer.",database_function,a_signed_in_caller_cannot_accept_an_invitation_that_is_not_theirs,proposed
SP-S1-34,Handing out a role above your own,an administrator whose role holds staff.administer but not the whole catalogue — for instance a role an Owner authored holding staff.administer alone,"they assign themselves or a colleague a role, or invite somebody with one","refused unless every permission in the role assigned is one their own role holds, whether the role is shipped or the Organization's own — the same ceiling SP-S3-01 puts on defining a role, which assigning could otherwise walk around in one step. Revoking is never refused (SP-S1-21). A demotion to a role they may not grant is refused like granting it, because a policy sees only the row as it will be; they may revoke instead",policy,staff_and_permissions.test.sql: an administrator whose role is narrower than Owner cannot make themselves Owner; staff.test.ts: refuses a holder of staff.administer alone making themselves Owner; still lets them revoke somebody whose role they could not grant,open
